"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"R3HCC1L",6.00615550508213e-54,0.856914398990604,0.068,0.036,3.3016437426987e-49
"SH3KBP1",6.44293801480438e-54,0.40819816272224,0.388,0.315,3.54174745611812e-49
"WTAP",6.50242255269269e-54,-0.54549172442913,0.25,0.322,3.5744467014407e-49
"FAM219B",8.18296363684499e-54,0.727393013186737,0.078,0.043,4.49825694081006e-49
"FDPS",8.21448450147061e-54,0.508773284091049,0.187,0.13,4.51558427530341e-49
"PITPNB",8.24958347008889e-54,0.563166211755899,0.184,0.128,4.53487852934256e-49
"CD4",8.26923725003319e-54,-2.26423426313643,0.008,0.041,4.54568240871574e-49
"PEX2",8.37176331908422e-54,0.608082981979559,0.111,0.068,4.60204201413379e-49
"PDE4DIP",8.38364528766867e-54,0.618714713945865,0.187,0.131,4.60857365108434e-49
"TCERG1",8.85127215297921e-54,0.578897813751165,0.182,0.126,4.8656328152142e-49
"IL18RAP",9.45767852203043e-54,0.861906204221921,0.075,0.041,5.19898046034535e-49
"CDK16",1.09175378433646e-53,-0.865401640798989,0.078,0.135,6.00147972787596e-49
"AGFG1",1.1350333082807e-53,0.813431732522729,0.086,0.049,6.23939159894985e-49
"ZMAT2",1.4887344135752e-53,0.497388065786286,0.266,0.2,8.18372194486424e-49
"MLF2",1.59824851711728e-53,0.353131303359832,0.331,0.258,8.78573192344538e-49
"VRK2",1.61636383491687e-53,0.752321845965604,0.102,0.061,8.88531363692151e-49
"ARL5A",1.74698506935227e-53,0.456242044232032,0.228,0.165,9.60335162473634e-49
"IFT27",2.01288827421088e-53,0.6835711494355,0.082,0.046,1.10650481321646e-48
"ADAM17",2.12551829706133e-53,0.80579509250544,0.09,0.052,1.16841866307758e-48
"MANEA",2.68819583505006e-53,1.0634317803129,0.052,0.025,1.47772813248537e-48
"CHTOP",2.77277606588316e-53,0.505311607574445,0.178,0.122,1.52422273117663e-48
"HDAC8",2.81742115642177e-53,0.880762305650368,0.071,0.038,1.54876458389661e-48
"MCUB",2.95716936917277e-53,0.563911894733935,0.257,0.194,1.62558557392796e-48
"ATR",3.32497032946588e-53,0.776736204104463,0.086,0.049,1.82776943981069e-48
"NBAS",3.42345040843357e-53,0.786123195889637,0.093,0.055,1.88190492402002e-48
"DCAF10",3.69841699289391e-53,0.76899413374523,0.098,0.058,2.03305680516371e-48
"USP48",3.76517231019226e-53,0.57412405365962,0.178,0.123,2.06975287063579e-48
"SRSF5",3.80157982382962e-53,-0.363996385469448,0.574,0.619,2.08976644495738e-48
"MVP",3.82051906442901e-53,0.547118994489154,0.207,0.148,2.10017753490727e-48
"TC2N",4.08867448263669e-53,-0.437049342731317,0.223,0.299,2.24758524985022e-48
"TMEM203",4.55463224097641e-53,0.767833366006157,0.068,0.036,2.50372688918714e-48
"RANBP1",4.56682756288804e-53,0.463403434927719,0.289,0.223,2.51043077959519e-48
"DHX16",4.80884148376687e-53,0.714771927219137,0.11,0.068,2.64346825204148e-48
"SCAPER",4.92542785295146e-53,0.767966602738012,0.091,0.053,2.70755694504595e-48
"USP25",5.00559073383615e-53,0.749374777682851,0.1,0.06,2.75162328229707e-48
"TK1",5.4416811655278e-53,1.37361968670578,0.024,0.008,2.99134655350229e-48
"PCED1B-AS1",5.96899035215856e-53,-1.54121168805561,0.025,0.067,3.28121368648508e-48
"C1RL",6.51248233618624e-53,1.09378400634833,0.043,0.019,3.57997666502494e-48
"HLA-DQB1",6.98617991945037e-53,-0.695796894185818,0.198,0.264,3.84037296352106e-48
"DDI2",7.01288174951773e-53,0.984870427999687,0.079,0.044,3.85505122652739e-48
"AASDHPPT",7.07942407683409e-53,0.484282380665997,0.186,0.129,3.89163020927647e-48
"FNDC3A",7.61813765768313e-53,0.672171449211033,0.13,0.083,4.18776645180499e-48
"HLA-DRA",7.66960091147623e-53,0.4217438259241,0.333,0.262,4.2160563170476e-48
"NNT-AS1",7.73775211600248e-53,1.07471853010883,0.047,0.022,4.25351971568772e-48
"DERA",8.10307942924263e-53,0.952987766742416,0.06,0.031,4.45434379304897e-48
"ZNF518B",9.29901927457038e-53,1.04430559078093,0.053,0.026,5.11176388542408e-48
"SCARB2",9.31042198074047e-53,0.851771797601133,0.076,0.042,5.11803206703285e-48
"RAB10",9.39874850469407e-53,0.447621193920108,0.261,0.196,5.16658604051538e-48
"MIS18BP1",9.49036988800526e-53,0.551834743303677,0.187,0.131,5.21695123113537e-48
"RCC1L",9.50229555542956e-53,1.04290143380909,0.048,0.023,5.22350688977519e-48
"MAN1C1",9.51088976178567e-53,1.32759784395938,0.032,0.012,5.2282312109512e-48
"ADARB2",9.68264989051668e-53,1.03530117208034,0.034,0.014,5.32264947131592e-48
"AK2",1.07663240798469e-52,0.535973125353773,0.176,0.121,5.91835600993262e-48
"RIDA",1.0963731488519e-52,1.45765509194544,0.025,0.009,6.02687283655376e-48
"PROSER1",1.10677319263979e-52,0.942258350918643,0.079,0.044,6.08404291726019e-48
"WDR74",1.13117853875526e-52,-0.778995233185032,0.129,0.192,6.21820154539152e-48
"SPOUT1",1.1356035398094e-52,0.955790440384828,0.055,0.027,6.24252621868624e-48
"SOBP",1.13573053789461e-52,2.10522862044727,0.01,0.002,6.24322433986043e-48
"EID1",1.14303754317077e-52,0.347633498152844,0.442,0.368,6.28339167856403e-48
"NLRX1",1.2141383171515e-52,1.20594222339215,0.031,0.012,6.67423974321349e-48
"RNF31",1.23853942774145e-52,0.834169511807636,0.053,0.026,6.80837508823755e-48
"CRTC3",1.29717992200026e-52,0.639557058928632,0.128,0.082,7.13072774922764e-48
"PQLC3",1.32511939664528e-52,0.517607095899175,0.171,0.116,7.28431383529878e-48
"AC017002.3",1.47746379343872e-52,1.35846661759174,0.027,0.01,8.12176621891198e-48
"IQCE",1.55687744342413e-52,1.46418773629996,0.028,0.01,8.55831099424679e-48
"PABPC4",1.8638224672852e-52,-0.81437079580879,0.112,0.172,1.02456184849135e-47
"TBC1D4",2.08360371701917e-52,0.837261751239855,0.094,0.056,1.14537779928261e-47
"SGMS1",2.09547938415968e-52,0.640240114763422,0.149,0.099,1.15190597226642e-47
"PPP3CB",2.37274319674683e-52,0.797024535869394,0.083,0.047,1.3043206626837e-47
"CTNNA1",2.4856306561684e-52,0.832062774812316,0.085,0.048,1.36637602800233e-47
"RPS6KA5",2.57683525906103e-52,0.752129292063896,0.111,0.068,1.41651211025844e-47
"EMP3",2.58316282063608e-52,0.219374303802006,0.561,0.484,1.41999043413186e-47
"KNTC1",2.79701935965839e-52,1.41803455023003,0.03,0.012,1.53754951219782e-47
"ABI2",2.90361425306424e-52,0.907537639768948,0.073,0.04,1.59614579105194e-47
"KDM5D",3.48520640582567e-52,1.01808438220218,0.067,0.036,1.91585281334643e-47
"RNF216",3.98942214273663e-52,0.581444612451214,0.16,0.108,2.19302524608375e-47
"NFYB",4.17421465243524e-52,0.743537731623049,0.08,0.045,2.29460753659017e-47
"MYO7A",4.33698936417728e-52,1.0112300428659,0.055,0.027,2.38408642338189e-47
"FAM120A",4.63190169488852e-52,0.698218635351754,0.13,0.084,2.54620268069717e-47
"TRAPPC12",4.85367254121821e-52,0.843768223971667,0.078,0.044,2.66811233263306e-47
"NCR1",5.09404203920856e-52,1.27476156152523,0.032,0.013,2.80024584937334e-47
"ATE1",5.13934593058632e-52,0.761928535104199,0.096,0.057,2.82514985150261e-47
"LAMTOR5",5.54146111954255e-52,0.347561395771889,0.353,0.28,3.04619659202374e-47
"FKBP15",5.73833077459475e-52,0.811270883949705,0.072,0.039,3.15441781010248e-47
"ERAL1",5.95776632858631e-52,0.775984472778208,0.087,0.05,3.27504372848718e-47
"DNAJC7",6.3957243391845e-52,0.466550281585419,0.218,0.158,3.51579362649311e-47
"TRNAU1AP",7.29165462704789e-52,0.544778958024952,0.134,0.087,4.0082954650345e-47
"FAM228B",7.32009490846009e-52,0.993846050576846,0.043,0.02,4.0239293721296e-47
"OCEL1",7.64440823396378e-52,0.773727475365682,0.077,0.043,4.20220765029223e-47
"TGIF1",8.08535368993546e-52,-0.605614802115815,0.17,0.239,4.44459977689442e-47
"C11orf68",9.09891098596571e-52,1.3535064002075,0.029,0.011,5.00176235809521e-47
"GNAI2",9.69826881656582e-52,0.449013714747348,0.292,0.224,5.3312353511544e-47
"RAB8A",1.01773605657353e-51,0.420006553490584,0.264,0.197,5.59459687659035e-47
"ASXL2",1.02660294364521e-51,0.553694006407852,0.184,0.129,5.64333904151209e-47
"ARCN1",1.1032242178821e-51,0.551014694258198,0.174,0.12,6.06453384811967e-47
"GPR137",1.10953598192988e-51,0.880265121460395,0.073,0.04,6.09923024626673e-47
"DOCK11",1.19245088557497e-51,0.697782058002359,0.117,0.074,6.55502176309419e-47
"TFAM",1.51857643044882e-51,0.557732771224971,0.172,0.118,8.34776649582022e-47
"CASP10",1.54547540053986e-51,1.42431546122962,0.026,0.009,8.49563282430764e-47
"R3HCC1",1.59555026490508e-51,0.671758609897161,0.105,0.064,8.77089936120973e-47
"ZSCAN29",1.61843285683471e-51,1.40781179640349,0.026,0.009,8.89668725730609e-47
"FAM91A1",1.71927064392792e-51,0.80267735036458,0.09,0.052,9.45100265673618e-47
"C12orf43",1.78228999140339e-51,0.825497588926571,0.066,0.035,9.79742631174358e-47
"ZSWIM9",1.91351864349585e-51,1.82578689808329,0.019,0.006,1.05188033351611e-46
"C12orf73",2.12440277274398e-51,0.894734347598536,0.052,0.026,1.16780544820509e-46
"YWHAB",2.41417747066002e-51,0.158957256664861,0.76,0.691,1.32709749739652e-46
"RNASEH2C",2.46129816129706e-51,0.425507203208186,0.214,0.153,1.35300021224661e-46
"WDR47",2.50114785484289e-51,-1.15268313839883,0.041,0.087,1.37490598728568e-46
"MZT2B",2.52956977986162e-51,0.305208590289838,0.333,0.26,1.39052980368773e-46
"WAC-AS1",2.61343226326525e-51,0.817592059420545,0.076,0.043,1.43662984943954e-46
"SRD5A1",2.84711587254323e-51,1.0837746441471,0.047,0.022,1.56508806629574e-46
"RAB9A",3.10825571447926e-51,-0.782849027371114,0.125,0.187,1.70863924880639e-46
"ARNT",3.1812490615511e-51,0.813560772995202,0.075,0.042,1.74876442162525e-46
"RPS6KC1",3.61644747598154e-51,0.927473752558121,0.068,0.036,1.98799734202181e-46
"NR1D2",4.0936065486665e-51,-1.05872068274565,0.045,0.092,2.25029645586746e-46
"CASP3",4.1297969898907e-51,0.53424383871932,0.163,0.11,2.27019070331282e-46
"CEP57",4.39075574982895e-51,0.452619829080989,0.232,0.17,2.41364234323847e-46
"PIGBOS1",4.61501046564378e-51,0.668973468574932,0.08,0.045,2.53691740306904e-46
"EEA1",4.77611723006629e-51,0.708610644315295,0.102,0.061,2.62547940253974e-46
"FCMR",5.12606331830908e-51,-0.697585734801242,0.125,0.188,2.81784826670768e-46
"COMMD9",5.16485030566151e-51,0.667472233753754,0.086,0.05,2.83916986152519e-46
"SMYD4",5.22951320616305e-51,1.11222389245819,0.049,0.024,2.87471570455989e-46
"CFDP1",5.32260468430846e-51,0.535027529397685,0.165,0.112,2.92588902101121e-46
"TXNDC9",6.57549092247108e-51,0.537936100736298,0.147,0.097,3.61461311499158e-46
"DCTN5",6.70734010390648e-51,0.772537467331212,0.089,0.052,3.68709192851843e-46
"GUK1",7.20255057198254e-51,0.173442442815788,0.689,0.617,3.95931407492452e-46
"UROD",7.33919705526815e-51,0.656510698556816,0.1,0.06,4.03443001325145e-46
"MSANTD4",7.62412231717916e-51,1.05354598919724,0.044,0.021,4.19105627897655e-46
"CCDC130",7.90503876513046e-51,0.566791807539843,0.134,0.087,4.34547885957986e-46
"TTC9C",7.98616903027945e-51,0.783879936357245,0.076,0.043,4.39007697763491e-46
"FAM78A",8.04127902992303e-51,0.876257953836584,0.074,0.041,4.42037149553899e-46
"RBM4",9.04770812669314e-51,-0.570907403568535,0.178,0.246,4.97361563432448e-46
"FAM120B",9.2510975402797e-51,0.806613240466066,0.084,0.048,5.08542082886716e-46
"FAM98B",9.48095382229826e-51,0.879659611309803,0.058,0.03,5.21177512565558e-46
"COMMD4",9.74842500026927e-51,0.641697993820942,0.097,0.058,5.35880670689802e-46
"BRD2",9.75440124212023e-51,-0.442710715397612,0.5,0.549,5.36209190680591e-46
"NHLRC2",9.9058885762468e-51,1.0159069411041,0.053,0.026,5.44536600924863e-46
"AFTPH",1.00082653665345e-50,0.572797957300672,0.177,0.123,5.50164355463766e-46
"RPL41",1.00842190838236e-50,0.147285854706742,0.974,0.98,5.54339607256867e-46
"NSMCE2",1.08503845254227e-50,0.714125734652985,0.09,0.053,5.96456487747013e-46
"B4GALT1",1.14689201930871e-50,-0.59078845934941,0.152,0.218,6.30458011934193e-46
"NAA25",1.22597547473556e-50,0.886381663446322,0.079,0.044,6.73930978216883e-46
"VPS29",1.44637262262619e-50,0.340530178877432,0.261,0.194,7.95085494383842e-46
"APAF1",1.4892622097872e-50,0.869900051458939,0.071,0.039,8.18662329342123e-46
"APOBEC3H",1.71979946188555e-50,0.622460594518099,0.113,0.071,9.45390962193107e-46
"GRSF1",1.90820946674355e-50,0.413373948878894,0.257,0.192,1.0489618259636e-45
"HDGFL2",1.92503532145094e-50,1.1266217240249,0.045,0.021,1.0582111665548e-45
"ZBTB45",2.01460403523793e-50,1.00769109223624,0.051,0.025,1.10744798421064e-45
"NR3C1",2.04157145825554e-50,-0.5579396667412,0.441,0.49,1.12227224631765e-45
"ZSWIM7",2.08516632981223e-50,0.567596322188702,0.11,0.068,1.14623678316108e-45
"SFSWAP",2.34342814385694e-50,0.618283465440798,0.152,0.103,1.2882058849596e-45
"AKIRIN1",2.50837674451551e-50,-0.504637250035246,0.227,0.297,1.37887978022762e-45
"PHF20L1",2.65591912328453e-50,0.471947814808371,0.243,0.181,1.45998530126074e-45
"PSMB6",2.80257139986142e-50,0.304125526265715,0.437,0.364,1.54060152421782e-45
"FTX",3.05110766294046e-50,1.00898313539731,0.059,0.03,1.677224393395e-45
"PCGF6",3.1644095090751e-50,0.954759815150745,0.062,0.033,1.73950755123367e-45
"CTNNBIP1",3.24627792018862e-50,0.794720178330615,0.066,0.036,1.78451143550689e-45
"ERCC1",3.44666245866065e-50,0.484173071354369,0.134,0.087,1.89466482015035e-45
"AKR1B1",3.72257534411604e-50,0.461071316540309,0.207,0.148,2.04633689241403e-45
"SNW1",4.04531535438287e-50,0.47241610927957,0.217,0.157,2.22375030345781e-45
"TOR2A",4.22448855660024e-50,0.743796569263522,0.075,0.042,2.32224360444872e-45
"EXOSC5",4.39040432165221e-50,0.747470176791456,0.076,0.042,2.41344915965544e-45
"RHNO1",4.83357048935649e-50,0.663934675820782,0.089,0.052,2.65706203370415e-45
"FIP1L1",4.91185923407463e-50,0.457158043221226,0.209,0.15,2.70009813956317e-45
"TBC1D7",4.98600476567342e-50,0.819924902787299,0.069,0.037,2.74085667973834e-45
"EIF2B3",5.85452567787492e-50,0.863895807881781,0.058,0.03,3.21829131038462e-45
"POLDIP2",6.22890620959184e-50,0.55612023471041,0.129,0.083,3.42409203247473e-45
"DNTTIP1",6.37510543915174e-50,0.636706846710986,0.102,0.062,3.5044592109561e-45
"CDPF1",6.73962782146757e-50,1.02512370523324,0.035,0.015,3.70484080973894e-45
"KDM5B",7.0528542743962e-50,0.553830527607498,0.145,0.096,3.87702452317833e-45
"SCAF11",8.29972731821531e-50,0.366629279445948,0.403,0.33,4.56244310409614e-45
"RNF214",8.58960039713360e-50,0.6407376593583,0.076,0.043,4.72178923430831e-45
"EPS15",8.92891935363764e-50,0.444480076344352,0.263,0.198,4.90831625788815e-45
"IGLV1-40",9.23400187826231e-50,1.06354385850041,0.018,0.005,5.07602317249957e-45
"PAOX",9.70112915688978e-50,0.998641608317005,0.048,0.023,5.33280770883388e-45
"BCAT2",1.04500040930203e-49,0.81735032125279,0.058,0.03,5.74447174997421e-45
"ABHD5",1.07546944322567e-49,-0.945810445658466,0.067,0.119,5.9119630763558e-45
"RCN2",1.12411995471773e-49,0.458930466388471,0.219,0.159,6.17939980307885e-45
"STX7",1.15803620017756e-49,0.760181105989724,0.082,0.047,6.36584079599609e-45
"CSNK1G1",1.22216239934264e-49,0.846544359888904,0.075,0.042,6.71834892542645e-45
"HADHA",1.31450848608469e-49,0.401525084927183,0.294,0.227,7.22598459885617e-45
"COPS5",1.44674544509722e-49,0.513470940245259,0.197,0.141,7.95290438624395e-45
"PCGF5",1.46787818363341e-49,0.461334182056911,0.281,0.217,8.06907316325121e-45
"CD101",1.52619872786161e-49,1.03915604805261,0.05,0.024,8.38966702692805e-45
"PEX26",1.53819252813706e-49,0.814829103878615,0.081,0.046,8.45559814642221e-45
"NAPEPLD",1.78983434835778e-49,1.16666219873277,0.035,0.015,9.83889839635754e-45
"ABCC10",1.99739016003894e-49,1.04440664582183,0.055,0.028,1.09798534487501e-44
"TIMM13",2.11900216860352e-49,0.452201591812243,0.189,0.133,1.16483668210304e-44
"COPRS",2.17419026678667e-49,1.21961315285289,0.032,0.013,1.1951741315553e-44
"NIFK-AS1",2.21155870030803e-49,1.01680033749457,0.052,0.026,1.21571593314632e-44
"TRAPPC2L",2.36441236594814e-49,0.429841496315568,0.204,0.146,1.29974112168535e-44
"ZNF10",2.52500066397296e-49,-0.992896103676331,0.059,0.108,1.38801811499258e-44
"AGTRAP",2.68864577658975e-49,0.448353519592202,0.124,0.079,1.47797546984915e-44
"DDX21",2.72289247805676e-49,-0.490381567185236,0.268,0.337,1.49680122411258e-44
"DDX24",2.75037303943892e-49,-0.352024276999429,0.53,0.58,1.51190756350997e-44
"LARP4",2.96821520584336e-49,0.724602180768019,0.105,0.065,1.63165758080415e-44
"CABIN1",3.06596568856603e-49,0.569238349703673,0.141,0.093,1.68539199866163e-44
"TAPBPL",3.34455138759522e-49,0.599571192230784,0.112,0.07,1.83853334327497e-44
"SHMT2",3.39120842245447e-49,0.623011812355144,0.123,0.079,1.86418118190745e-44
"SMUG1",3.42764600500022e-49,1.04801570696192,0.04,0.018,1.88421128540867e-44
"FAM129A",3.94914725416349e-49,-0.497410978477397,0.25,0.319,2.17088573708621e-44
"TET1",4.16395157736436e-49,1.91997702293948,0.014,0.004,2.28896582159296e-44
"SLC35C2",4.30286833623869e-49,0.589620066422771,0.103,0.063,2.36532975311377e-44
"SEC16A",4.34762103283874e-49,0.784396291258002,0.104,0.065,2.38993075796178e-44
"ANKS3",4.37501390490973e-49,1.04136064570026,0.044,0.021,2.40498889366793e-44
"HNRNPA1P48",4.47848946132524e-49,1.87964075874208,0.014,0.004,2.4618704417851e-44
"MIB1",4.7965284817083e-49,0.930788102914343,0.054,0.027,2.63669967167987e-44
"MTMR2",4.85852823313262e-49,0.830457160243588,0.066,0.035,2.67078155503533e-44
"EIF3A",5.04080854338654e-49,0.382778615961551,0.38,0.311,2.77098286438501e-44
"MAP10",5.08919729629083e-49,2.22021664276325,0.011,0.002,2.79758264574403e-44
"PPFIA1",5.12682208039618e-49,0.872793075376624,0.079,0.045,2.81826536581458e-44
"GSTO1",5.13026968607681e-49,0.458498615657326,0.212,0.153,2.82016054913329e-44
"UBXN2B",5.15393464703692e-49,0.961506554515752,0.054,0.027,2.83316941482266e-44
"MDC1",5.22341262664808e-49,0.909482918825964,0.059,0.031,2.87136215499472e-44
"METTL13",5.30185637834709e-49,0.997616160190293,0.057,0.03,2.91448346974118e-44
"METRNL",5.38661700304202e-49,-0.838333552938177,0.054,0.102,2.96107723274223e-44
"KDM1A",5.55645570359922e-49,0.915271932955334,0.063,0.033,3.05443926482552e-44
"KHDRBS1",5.62085702012412e-49,0.32142854107133,0.426,0.352,3.08984131253243e-44
"MGAT4A",5.69873407310193e-49,-0.484737446058597,0.221,0.291,3.13265110732486e-44
"TMEM192",6.06927258566481e-49,0.925148772489111,0.051,0.025,3.3363398330658e-44
"SP4",6.35081698142305e-49,0.739036677939512,0.094,0.056,3.49110760285807e-44
"SLBP",6.36504267972469e-49,-0.538843936645425,0.301,0.364,3.49892761147146e-44
"CHCHD4",7.02827909572163e-49,0.93020748134698,0.048,0.023,3.86351530170914e-44
"SLC39A8",7.4955238413791e-49,-0.973454256739718,0.056,0.105,4.12036441084451e-44
"MORF4L2",8.23544608964047e-49,-0.745420123074229,0.134,0.195,4.52710706993626e-44
"PNPLA2",8.5184815427624e-49,-0.472908841767591,0.248,0.318,4.68269448887192e-44
"NDEL1",8.51904473922299e-49,-0.707550882498536,0.114,0.173,4.68300408359827e-44
"DROSHA",8.82992484614925e-49,0.985592521850224,0.053,0.027,4.8538979871767e-44
"CARD6",9.57860991517397e-49,1.6578177597049,0.019,0.006,5.26545765647029e-44
"ZFAS1",9.74973519973183e-49,-0.327535735553822,0.52,0.585,5.35952693664459e-44
"AC107959.1",1.03697535995344e-48,1.91785711977846,0.015,0.004,5.70035725120006e-44
"PHF3",1.10141494597092e-48,0.462913224777601,0.301,0.236,6.05458809949677e-44
"CEND1",1.10956995542914e-48,1.86342247112178,0.013,0.003,6.09941700198954e-44
"TBRG1",1.14115410585922e-48,0.370892549998047,0.373,0.302,6.2730382353187e-44
"MCM2",1.15226950599955e-48,1.35590678417518,0.029,0.012,6.33414070143015e-44
"MARCH2",1.16872236617754e-48,0.896500590105637,0.043,0.02,6.42458371911455e-44
"CMSS1",1.19034912561397e-48,-1.16903746853593,0.048,0.094,6.54346817841255e-44
"AGFG2",1.21214030790609e-48,0.737962317392942,0.075,0.042,6.66325648659055e-44
"COQ8B",1.21369189371283e-48,1.20118737084681,0.04,0.018,6.67178570892879e-44
"HNRNPA1",1.31418435368668e-48,-0.184393708725032,0.828,0.851,7.22420281065106e-44
"EML4",1.35294372672018e-48,-0.366065050789786,0.424,0.485,7.43726696015353e-44
"CCAR1",1.44592093555032e-48,0.501966657576467,0.217,0.159,7.94837197481366e-44
"FAIM",1.54262992416599e-48,1.04845600131598,0.041,0.019,8.47999095613286e-44
"ING4",1.63544911864071e-48,0.660263381326753,0.091,0.054,8.99022735007983e-44
"AP2M1",1.84946212083008e-48,0.379638262761966,0.344,0.275,1.0166678224415e-43
"PTK2B",1.91709283030392e-48,0.503511322549409,0.202,0.145,1.05384509974637e-43
"NUCB1",2.0971643685421e-48,0.37866915981365,0.288,0.221,1.15283222503128e-43
"PRKRIP1",2.26444740266031e-48,0.707604831443915,0.112,0.07,1.2447893817164e-43
"PASK",2.3078753615505e-48,-1.06278577615022,0.063,0.112,1.26866216499793e-43
"GNG10",2.40950061551153e-48,0.578731434156534,0.113,0.071,1.32452658335285e-43
"HERPUD2",2.57820311904646e-48,-0.467671426028449,0.283,0.352,1.41726403657103e-43
"NCF4",2.59138121377012e-48,0.641050277204088,0.083,0.048,1.42450816702157e-43
"MCUR1",2.60634172522937e-48,0.600670075775921,0.113,0.071,1.43273210977584e-43
"LINC00426",2.991297615412e-48,0.797408690947527,0.077,0.044,1.64434621216813e-43
"RRP1B",3.17531769697695e-48,0.540541854844784,0.171,0.118,1.7455038912052e-43
"IER5",3.27602656265132e-48,-1.01636368132048,0.061,0.111,1.80086456175506e-43
"PRR7",3.42523308230967e-48,-1.32584715227656,0.028,0.068,1.88288487767645e-43
"TSSC4",3.61606804995553e-48,0.474569500787338,0.204,0.147,1.98778876774105e-43
"ADAMTS6",3.6608622371005e-48,1.20850996102093,0.043,0.02,2.01241258035651e-43
"KIAA1468",3.66653217165636e-48,0.647954160737957,0.123,0.079,2.01552940008122e-43
