"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ICA1",0.00502383208402858,-0.89079117205045,0.008,0.011,1
"MESDC2",0.00502689339998565,-0.469475257992075,0.052,0.058,1
"PRR34-AS1",0.0050412322306732,-0.524005769948638,0.023,0.029,1
"PHC2",0.0051203119183541,0.32519685601424,0.02,0.016,1
"BCKDHA",0.00514790349526627,-0.129014593238977,0.065,0.057,1
"LINC00921",0.00524042703768158,0.425678381658273,0.01,0.008,1
"MUC20-OT1",0.00527754570201205,0.147606054670025,0.106,0.097,1
"OBSCN",0.00534555912653721,-0.534895580097657,0.008,0.011,1
"TOMM5",0.00539934167115319,-0.200018201542544,0.335,0.341,1
"NUFIP2",0.00543099637266628,0.10944526090606,0.159,0.149,1
"TRBV6-6",0.00544326364960525,-0.442510631365706,0.009,0.013,1
"CSNK1G2",0.00545195472078574,0.191639557873139,0.092,0.083,1
"YIPF5",0.00550264096977397,-0.196727246803623,0.183,0.192,1
"PLAC8",0.00550335839974988,-0.37375836907479,0.058,0.065,1
"FZD3",0.00551729176965667,-0.596487136092857,0.008,0.012,1
"KBTBD8",0.00557956425109087,-0.361555864885947,0.016,0.02,1
"RBM23",0.00558314976470991,-0.179033633812098,0.14,0.15,1
"FKBP14",0.00562116614617362,0.32946377774244,0.011,0.008,1
"DDTL",0.00565446170703693,-0.903296854192163,0.009,0.013,1
"SLC23A2",0.00565904499335998,0.202614065260383,0.045,0.039,1
"KBTBD6",0.00572771502729273,0.421618713229041,0.016,0.013,1
"CREBRF",0.00574340909666774,0.132603318297873,0.15,0.14,1
"VAMP7",0.0057823010188472,0.137357174193722,0.087,0.078,1
"WARS2",0.00578255608516366,-0.23369784809284,0.055,0.062,1
"NAA80",0.00578775348547765,0.289137888644493,0.021,0.017,1
"MGRN1",0.00585526669147136,0.119869859430662,0.094,0.086,1
"CENPM",0.00587616387986341,-0.37522576357817,0.037,0.043,1
"ZNF829",0.00588024715152201,0.34736242367131,0.013,0.01,1
"ATP8B2",0.00588216068971563,0.21643694557034,0.038,0.032,1
"WBSCR22",0.00588691362143457,-0.470721098118386,0.045,0.051,1
"UHRF2",0.00593174682439472,-0.142705145933982,0.126,0.136,1
"CCNF",0.00595131611218587,0.558557619353522,0.012,0.009,1
"KHSRP",0.00595659194219416,0.198997722447573,0.057,0.05,1
"KLHL28",0.00608234707399114,-0.137475464586555,0.114,0.123,1
"ZNF490",0.0060957225702649,0.143182722198308,0.047,0.041,1
"TMEM161A",0.00610388341930633,0.101354807830243,0.046,0.04,1
"MZF1-AS1",0.00617281302065135,-0.333998841146014,0.009,0.012,1
"LANCL2",0.00622891895594899,-0.577233848459196,0.014,0.018,1
"GRAMD1A",0.00623949925750102,-0.233694563201859,0.128,0.137,1
"SLC29A1",0.0063119380316927,0.11757916483467,0.013,0.01,1
"FLNB",0.00631806472418324,-0.353767387542461,0.021,0.025,1
"LARP1B",0.00634751557848057,-0.332968125024742,0.021,0.026,1
"SLC12A4",0.0064047527715437,0.217684209921955,0.012,0.009,1
"FBXO2",0.00647095092711196,0.195855527813263,0.021,0.017,1
"IER3IP1",0.00648778384996478,-0.21235791876202,0.129,0.138,1
"TRBV14",0.00651373986814794,-0.846166629959846,0.008,0.011,1
"ABCF2",0.00654320237686478,-0.539376084368953,0.022,0.027,1
"KIR3DL2",0.00656225476676357,0.193968422964345,0.018,0.014,1
"TMEM63A",0.00660787175278461,0.11431652447889,0.043,0.037,1
"SMARCA5-AS1",0.00662835747298236,-0.465997118746484,0.009,0.013,1
"MICAL1",0.0066296850958519,0.113614631361719,0.088,0.08,1
"FAM179B",0.00666813991030848,-0.745055335233199,0.01,0.013,1
"HHAT",0.00667382661688685,-0.339214395005131,0.007,0.01,1
"CLECL1",0.00669421738074016,-0.468882875999928,0.039,0.045,1
"C12orf66",0.00676058494230113,0.18564373781812,0.017,0.014,1
"ZNF263",0.00677410436640906,-0.164535235659547,0.053,0.059,1
"FAM49A",0.00693835748436087,-0.436112230300503,0.016,0.02,1
"C6orf99",0.00705985731016457,-0.485696501370594,0.009,0.012,1
"ZXDB",0.00706058354189644,-0.217246449972657,0.016,0.02,1
"GRK4",0.00709687491706788,0.168105813604761,0.016,0.012,1
"ARHGAP19",0.00712351695677583,0.262634118758424,0.01,0.007,1
"TEN1",0.00719102471843307,0.196918620730348,0.045,0.039,1
"ZCCHC6",0.0072234848878024,-0.385640179207603,0.029,0.035,1
"LRRC8D",0.00723019539861723,0.123760247361578,0.049,0.043,1
"GTF2IRD2",0.00730166679264078,0.33740968809436,0.018,0.014,1
"XXbac-BPG32J3.22",0.00730802385926546,0.270954913907778,0.014,0.011,1
"IMPAD1",0.00731265534066772,0.299727866172886,0.039,0.034,1
"GSK3A",0.0073511383004043,0.157977490298289,0.035,0.03,1
"GDAP2",0.00739332681736232,0.108786569357027,0.067,0.06,1
"RRP1",0.00742008161907268,0.132766549058463,0.067,0.06,1
"ANP32E",0.00742248787030764,-0.148431807650512,0.187,0.196,1
"SESTD1",0.00751459662164107,0.428842769625944,0.013,0.01,1
"C11orf31",0.0075153465289924,-0.351136623769777,0.095,0.104,1
"BCORL1",0.00757582382431901,-0.483540909605954,0.012,0.015,1
"TIMM44",0.00763885473545723,0.145655690915134,0.051,0.044,1
"AC007384.1",0.00779330643089701,-0.148468599823314,0.062,0.07,1
"RABEP2",0.00785061954521046,0.117261496233763,0.053,0.047,1
"PLA2G6",0.00787761530716962,0.263595216175381,0.028,0.023,1
"GPSM2",0.00789855838496436,0.28557616053156,0.013,0.01,1
"YARS2",0.00790085963203156,0.11908184305147,0.059,0.053,1
"HIST1H4B",0.00798733588295934,0.333213255390382,0.011,0.008,1
"HIC2",0.00798993959651658,-0.27860419852761,0.011,0.014,1
"C17orf89",0.00800866513743916,-0.490244667006659,0.04,0.046,1
"EFNA4",0.0080466016748661,0.181956654720769,0.02,0.017,1
"AIG1",0.00809009416356586,-0.420744349153154,0.018,0.022,1
"PLEKHA5",0.00809354845039255,-0.140340522208717,0.032,0.037,1
"VPS11",0.00817468746925205,0.144674734606772,0.049,0.043,1
"TCTE3",0.00823797449913798,0.386068358211516,0.015,0.011,1
"TRBV10-3",0.00824241457407146,-0.333663084316298,0.014,0.018,1
"NLE1",0.0085007553922562,0.214216441057823,0.023,0.019,1
"AP5B1",0.008535727425554,0.338159919236825,0.022,0.018,1
"SLC1A4",0.00855500920634081,0.194728809724386,0.089,0.081,1
"BANP",0.00861104260468263,-0.184430926093778,0.089,0.097,1
"RHOQ",0.00867073349694916,-0.584804300918834,0.011,0.014,1
"HPS6",0.00872995008935366,0.19715771631585,0.051,0.045,1
"JADE1",0.00877549038596279,-0.195261898111653,0.086,0.094,1
"C9orf114",0.00879380090308881,-0.542439470638703,0.016,0.02,1
"IPO7",0.0088016430331135,0.106906710778778,0.142,0.133,1
"TRAV19",0.00882778200232639,-0.164579179235337,0.044,0.05,1
"CREB3L4",0.00883637039699726,0.203660196987305,0.01,0.007,1
"STK11IP",0.00884782434796616,0.322372664430165,0.018,0.015,1
"BAG5",0.00888495295424835,0.128358647166025,0.091,0.083,1
"TRIM16",0.00889963416538627,0.286563747513667,0.01,0.008,1
"IMPDH2",0.00891952345214219,0.166400122005806,0.194,0.185,1
"B3GNT2",0.00900981915363776,-0.151647801979982,0.227,0.236,1
"FGFRL1",0.00904509929102149,-0.422610467511778,0.009,0.012,1
"ACBD3",0.00907329244290707,0.130555982369724,0.056,0.049,1
"ZNF202",0.00911724505347393,0.309157965674077,0.016,0.013,1
"SNX25",0.00913664743339663,0.362912107952861,0.02,0.016,1
"MEX3C",0.00927456672981223,0.239484538475775,0.047,0.042,1
"LLGL2",0.00931155005343031,0.172407621650043,0.028,0.024,1
"EID3",0.0093636252887089,-0.399528839570277,0.025,0.029,1
"ADIPOR2",0.00942857177028185,0.146006846615505,0.115,0.107,1
"C10orf54",0.00947284282919589,-0.529014735572928,0.051,0.057,1
"STRN4",0.00950679576940396,0.302384464453824,0.029,0.025,1
"ZNF473",0.00955727518694153,-0.139775671407183,0.02,0.024,1
"WDR91",0.00956279907641755,0.12775713175194,0.024,0.02,1
"AC020659.1",0.00957737427243615,-0.231619205415354,0.013,0.016,1
"GRAMD4",0.00961411443619229,-0.20207487325217,0.024,0.029,1
"JPT1",0.00962776048117311,-0.145700683573248,0.321,0.326,1
"DIABLO",0.00981825779050227,-0.508587716227272,0.042,0.047,1
"TRAPPC10",0.00984398900746025,-0.205734050269627,0.06,0.068,1
"PLCL2",0.00986753904836547,0.310159055264181,0.041,0.036,1
"CCDC88A",0.00992931778827545,0.19488982475114,0.027,0.023,1
"ZNF527",0.00998647233871472,-0.411564289558613,0.012,0.016,1
"ZNF540",0.0100457198833538,-0.460349251951826,0.015,0.019,1
"AC019163.1",0.0100501338180921,0.425664802125002,0.01,0.008,1
"CRK",0.0100653424284317,0.159184843362123,0.067,0.06,1
"SBF2",0.010198705551831,0.35740882049154,0.018,0.015,1
"PPM1N",0.0102123308884087,0.291143871520417,0.01,0.007,1
"CECR1",0.0102287129420395,-0.131657099931131,0.028,0.024,1
"TMEM206",0.0102789308923701,0.243743863837151,0.051,0.045,1
"LRRC8B",0.0103501549581338,0.160249055373193,0.027,0.023,1
"POLR1C",0.0103686690741416,0.117063567696765,0.074,0.067,1
"SPINT2",0.0105537221802668,-0.369186316961778,0.035,0.041,1
"DSTYK",0.0105774275307345,0.282638553718736,0.04,0.035,1
"MTMR10",0.010830458516866,0.283079045755021,0.027,0.023,1
"ATXN1",0.0108533491211713,0.16339223886374,0.18,0.171,1
"C16orf13",0.0108541345004878,-0.432513618161748,0.08,0.087,1
"APP",0.0108716495380567,-0.199772794830861,0.026,0.031,1
"GAR1",0.0110307902779829,0.145890096330945,0.074,0.067,1
"SNPH",0.0111408819021585,0.391946421535125,0.01,0.007,1
"SLC44A2",0.0111770593931936,-0.223527321917661,0.127,0.135,1
"ZNF677",0.0112603636155374,0.153208569497735,0.016,0.013,1
"RNF130",0.0113197686766039,-0.321761617444181,0.031,0.036,1
"SFI1",0.0113537951700151,0.127306687748529,0.111,0.103,1
"THAP7-AS1",0.0114379330099018,-0.422591098426596,0.01,0.013,1
"CENPP",0.0115020778310445,0.117174534194952,0.015,0.012,1
"SEMA4A",0.0115483448575759,0.176823221100356,0.039,0.034,1
"RPN2",0.0116646878024427,-0.122054113396654,0.271,0.279,1
"PPAN",0.0116775280621678,-0.24128301882747,0.018,0.022,1
"TRBV30",0.0117522347616783,-0.206562092782944,0.015,0.019,1
"HDGF",0.0117645785790037,-0.162047184857175,0.085,0.093,1
"FYB",0.0117729843857507,-0.124828778004011,0.129,0.139,1
"FGFR1OP2",0.0117984172984426,-0.111163452567386,0.329,0.337,1
"SLC33A1",0.01186128616662,0.218697593595454,0.023,0.02,1
"EGR2",0.0118779561454823,-0.291481317581735,0.022,0.027,1
"TRBV2",0.0119553742101,-0.269796591956956,0.025,0.03,1
"HYOU1",0.0121187028144182,-0.14025529031609,0.088,0.096,1
"TMEM191C",0.0121340954259285,0.195615468612779,0.031,0.027,1
"CHRAC1",0.0122192653791583,-0.152322769847394,0.153,0.161,1
"UBE2O",0.0123210085746341,-0.113319687489817,0.041,0.047,1
"MYEF2",0.0123270385745308,0.199270237040809,0.024,0.021,1
"LINC00944",0.0124144276747747,-0.392343732049186,0.039,0.044,1
"GEMIN4",0.0124422310151916,0.332993785763064,0.024,0.02,1
"TRAV3",0.0125015453127682,0.143864571612799,0.029,0.035,1
"CTU1",0.0126138912461463,0.351133237208652,0.01,0.007,1
"NR3C2",0.0126560002626434,-0.421957742267068,0.008,0.011,1
"TIFA",0.0126687126450202,-0.395500455240854,0.073,0.079,1
"ST7L",0.0127930181181989,0.161755630584595,0.037,0.032,1
"MGEA5",0.0128628291795738,-0.366685298239333,0.057,0.063,1
"FASTKD5",0.0128878109192345,0.179169354793238,0.037,0.032,1
"RIC1",0.0129345830849931,0.149071919481583,0.097,0.089,1
"EDRF1",0.0130170071363753,0.183600476707591,0.087,0.08,1
"NOMO2",0.0130846029093473,-0.237662846958615,0.023,0.028,1
"LINC00493",0.0131385340323909,-0.453057720757736,0.069,0.075,1
"RP11-25K19.1",0.0132379107382746,0.374725705160563,0.014,0.011,1
"RAF1",0.0133313881169758,0.125970296473643,0.134,0.125,1
"PRPF4",0.0133620707103397,-0.155804753886268,0.065,0.072,1
"HOOK1",0.0133728493794103,-0.476245652561947,0.009,0.012,1
"UXS1",0.013428728365895,0.133347164703822,0.091,0.083,1
"PPARD",0.0134565437273089,0.142610345485403,0.028,0.024,1
"SLC2A4RG",0.0134973955229653,-0.340421261473993,0.06,0.067,1
"RALGDS",0.0135268411774654,-0.126140429235426,0.138,0.148,1
"RAI1",0.0135306617417951,0.165329703847648,0.015,0.012,1
"TBC1D10A",0.013536756990633,-0.317982875907697,0.087,0.094,1
"EDARADD",0.0135700561803442,-0.349219742825343,0.063,0.07,1
"RASGRF2",0.0136072330931032,-0.478034528072094,0.009,0.012,1
"AEN",0.0136333776195219,-0.286460764907425,0.039,0.044,1
"PSME4",0.0137343344856276,-0.115328907660474,0.087,0.095,1
"EMC1",0.0137994801652359,0.107251459939475,0.037,0.032,1
"ANO9",0.0138829344014017,-0.173395748136879,0.041,0.046,1
"PRKCA",0.0138881306843606,-0.168723865866379,0.032,0.037,1
"ZNF836",0.0139620203156867,0.145175989851397,0.04,0.035,1
"QSOX1",0.0139858502086712,0.148950401449448,0.065,0.059,1
"DCUN1D2",0.0140087295777361,0.402287029213693,0.01,0.008,1
"ELMSAN1",0.0140241684741735,-0.238608177381361,0.108,0.115,1
"BRF1",0.0140343311918506,0.104717577722213,0.044,0.039,1
"HMGN5",0.014088129621456,-0.618467901752069,0.007,0.01,1
"WBSCR16",0.0142645105692559,-0.179713960461304,0.013,0.01,1
"RBM15B",0.0143510396677856,-0.247049165186925,0.039,0.044,1
"VAPA",0.0143510954359834,-0.126329378371738,0.364,0.372,1
"HIST1H2BF",0.0145474853986585,0.252345749481158,0.015,0.012,1
"SLC2A11",0.0145780242997248,0.158955074827164,0.023,0.019,1
"ADCK2",0.0145913589120539,0.230819506334428,0.022,0.018,1
"SGSH",0.0146799933833731,0.111456238187848,0.033,0.029,1
"ZNF639",0.0147665981516134,-0.25356055684149,0.045,0.051,1
"MAST2",0.0148154400005742,0.359465342712152,0.021,0.017,1
"AC098484.3",0.0149461407293667,0.370961123767036,0.018,0.015,1
"HIST1H2BG",0.0152321566859408,-0.613396869013579,0.008,0.011,1
"GINS4",0.0152866865354842,-0.505525373066259,0.012,0.015,1
"SNURF",0.0153024335409197,-0.435910052223825,0.017,0.021,1
"GMEB2",0.0153088457860926,-0.295983826742979,0.031,0.035,1
"HLA-DOA",0.0153636530995557,0.472514481688845,0.015,0.012,1
"TRAV25",0.0153651876199404,0.485906118698324,0.015,0.012,1
"BTBD9",0.0154188510761746,-0.235918565103654,0.045,0.051,1
"MAP4K2",0.0155113052538521,-0.188607222756798,0.05,0.056,1
"OSBP",0.0156065903718551,0.230586959002624,0.046,0.041,1
"PLCD1",0.0156662784747654,-0.237264860024302,0.032,0.037,1
"ZNF586",0.0156995393015765,0.166568127390136,0.04,0.036,1
"EXOC3",0.0158198439419308,0.1325445292312,0.057,0.051,1
"SNRK",0.015934136714388,-0.148877024429674,0.132,0.141,1
"ASTE1",0.0160655112180236,0.104917935059207,0.064,0.058,1
"TNIK",0.0161074080984935,-0.179949495086902,0.165,0.173,1
"FBRSL1",0.0161825544076848,-0.248584044927196,0.017,0.021,1
"C7orf60",0.0161885250859257,-0.511773313300464,0.013,0.016,1
"ZBTB26",0.0162108612197486,0.318885570554976,0.01,0.007,1
"KIAA0907",0.0162804447082662,-0.479033477984807,0.02,0.024,1
"TRBV5-6",0.0163771048007138,0.300582714652729,0.021,0.018,1
"RYBP",0.0166527105321013,-0.127577505159275,0.052,0.058,1
"BNIP3",0.0166530353361172,-0.181933656620404,0.084,0.092,1
"TMEM50B",0.0167116589589641,-0.149415611308292,0.165,0.174,1
"DVL1",0.0168352242162836,0.349693104923726,0.012,0.009,1
"GOLM1",0.0168813937302861,0.152952740595761,0.011,0.008,1
"POC1B-GALNT4",0.0169302362264429,0.432339067223623,0.013,0.011,1
"ARSK",0.0172440504409472,-0.29807850919896,0.023,0.027,1
"PLXNC1",0.0172707610223579,0.323430373266652,0.023,0.019,1
"SLX1B",0.0173406846696242,-0.567341971662235,0.009,0.012,1
"STX2",0.017835240692851,0.316588428875328,0.027,0.023,1
"IL10",0.01790401263732,-0.46642376253009,0.007,0.01,1
"POLE3",0.017906431412464,-0.12993692289274,0.161,0.17,1
"HNRNPUL2-BSCL2",0.0179419863287046,0.285472448210317,0.011,0.009,1
"NOTCH2NL",0.0180771151220735,-0.466060018579841,0.026,0.03,1
"RBAK-RBAKDN",0.0181562957820229,0.488976378039466,0.013,0.01,1
"AC020571.1",0.0182100789825076,-0.279381889197824,0.009,0.012,1
"IGFBP2",0.0182704013091863,-0.60398548569755,0.007,0.01,1
"FAM134C",0.0184020629725888,-0.463159597302918,0.025,0.03,1
"BLOC1S4",0.0189725586592191,-0.21430218575638,0.139,0.146,1
"SH2D3A",0.019019852306746,-0.281031944296043,0.035,0.04,1
"RECK",0.0190421924886355,0.225401802948842,0.036,0.031,1
"AC092580.4",0.0192671877859206,-0.321908148443038,0.049,0.055,1
"TRIM59",0.0192796313820261,0.268120231415276,0.039,0.034,1
"AC021188.1",0.0193460203106436,-0.196322022753082,0.016,0.02,1
"C16orf62",0.0194964629909759,-0.683336848319059,0.01,0.012,1
"BLOC1S2",0.0195468054280307,-0.108271128656955,0.202,0.211,1
"AC241585.2",0.0196308965368064,0.100816628540054,0.023,0.019,1
"EDC4",0.0196346730444548,0.135178371794218,0.054,0.049,1
"NCDN",0.0197168199050778,-0.126036153684722,0.041,0.046,1
"TFRC",0.019834165382967,-0.172114272706903,0.082,0.089,1
"ZW10",0.0198476925954432,0.163956283253838,0.03,0.026,1
"GATD3A",0.019928894693607,-0.354430020363758,0.01,0.012,1
"TMEM171",0.0199444147158923,0.415909603284017,0.013,0.01,1
"IRGQ",0.0199863161029914,0.372586221776942,0.015,0.012,1
"PHLDB2",0.0199897994791682,0.247151678900222,0.017,0.014,1
"ASPM",0.0200636559062703,0.317275282696022,0.012,0.009,1
"UTP11L",0.0200746906268231,-0.364061627058522,0.017,0.02,1
"MRPL12",0.0201084094127079,-0.371978533757459,0.031,0.036,1
"UBQLN4",0.0201735302429804,0.177923354937374,0.037,0.033,1
"ZNF573",0.020452645942086,0.314591500741807,0.012,0.009,1
"ARHGAP5",0.0206517841661834,0.15369512079437,0.044,0.039,1
"ZMAT1",0.0208425310253862,0.277378925169842,0.029,0.025,1
"UBAC2-AS1",0.0208806116949559,-0.436185035034409,0.009,0.012,1
"REXO1",0.0209469472929751,0.273554502894714,0.04,0.036,1
"CD200",0.0209745782882239,-0.598669832790272,0.013,0.016,1
"ZBED2",0.0211328932080387,0.210847457914,0.028,0.024,1
"DENND1A",0.0212942357715912,0.227297495260958,0.026,0.022,1
"MANF",0.0213979571802798,-0.105339551782249,0.197,0.206,1
"SMU1",0.0214910235055436,-0.166508435159743,0.156,0.163,1
"C14orf169",0.0215330724236396,-0.285355135873401,0.012,0.015,1
"YPEL1",0.0216558956441227,0.140730556850465,0.023,0.02,1
"CDKN2C",0.0220960122178882,-0.337175747199046,0.033,0.037,1
"ERICH6-AS1",0.0222575710487762,0.112392210001523,0.016,0.013,1
"CDHR3",0.0224444748187455,-0.226498439164094,0.013,0.016,1
"ZNF74",0.0225186151989562,0.273874916289382,0.013,0.01,1
"RFNG",0.0225326218595577,0.192006895350727,0.014,0.011,1
"CPSF3L",0.0228649370881322,-0.446958845371751,0.037,0.042,1
"BRD9",0.0229323675339992,-0.129943206576522,0.107,0.115,1
"HIST1H2BK",0.0229943495396431,0.133150675177319,0.072,0.066,1
"RETREG3",0.0234149827024803,0.208538576334071,0.058,0.053,1
"MTCH1",0.023672772973363,-0.1291418850845,0.241,0.249,1
"TMEM263",0.0237065536922608,-0.199360507513278,0.109,0.116,1
"PHF19",0.02382317382381,0.114801899474859,0.05,0.045,1
"TMTC2",0.0240301297684993,0.311075283802866,0.014,0.011,1
"AC090498.1",0.0240573933094708,0.82066073527446,0.133,0.13,1
"ING3",0.0242087855207679,0.107566720969796,0.079,0.073,1
"ETS2",0.0246709209454221,0.122279373039534,0.072,0.066,1
"TCEAL3",0.0248275985957351,-0.338921806606749,0.037,0.042,1
"TRAV36DV7",0.024840205802576,0.210301524959445,0.011,0.009,1
"HIST1H2AK",0.0249888846178062,-0.197445480592261,0.019,0.023,1
"DHX8",0.024991923870268,0.114401638868386,0.09,0.084,1
"CNOT2",0.0250932530425571,-0.131042727386371,0.25,0.257,1
"COL9A2",0.0251105707798408,0.440452614532123,0.01,0.008,1
"ATXN1L",0.025156145871504,-0.248426322504662,0.032,0.037,1
"RELA",0.0251800610019823,-0.122733389101383,0.188,0.196,1
"CSE1L",0.0252256680585713,0.104443261267674,0.059,0.053,1
"KIAA1033",0.0252976064447536,-0.43691931967009,0.022,0.026,1
"TRIP10",0.0253938009135373,0.241008611837034,0.01,0.008,1
"FBXO11",0.025555865232956,0.150975196403657,0.067,0.061,1
"AL135925.1",0.0259469984969231,-0.164955590880568,0.038,0.043,1
"SLC25A38",0.0263718095194332,-0.178640964212351,0.146,0.153,1
"MAX",0.0266434641954736,-0.107001999101852,0.268,0.277,1
"RAB18",0.0267094352368071,-0.149085191326749,0.174,0.182,1
"NOP16",0.0267276274083572,-0.185244277292181,0.095,0.102,1
"MAPK6",0.0269005796661362,0.13614143482866,0.073,0.067,1
"PANX1",0.0269364323675604,-0.215809150739016,0.035,0.04,1
"TOE1",0.0271683069405244,-0.205688324123921,0.041,0.046,1
"AC093512.2",0.0272776730530177,-0.276266010404304,0.009,0.012,1
"CA11",0.0273852113089249,-0.635560257847544,0.009,0.012,1
"AL355472.1",0.0274029262172853,-0.256253175519086,0.017,0.02,1
"STRA13",0.0274603578800451,-0.792751405804035,0.034,0.038,1
"NCEH1",0.0274636540595876,0.290207855601535,0.016,0.013,1
"TRAV38-2DV8",0.0276678135227678,0.310825166332868,0.024,0.02,1
"SLC26A11",0.0277517729049443,-0.3046017647382,0.016,0.019,1
"SLC2A13",0.0278928092049305,0.184201054037778,0.032,0.028,1
"PSMD9",0.0279529016537944,-0.114137346362963,0.199,0.207,1
"GNAQ",0.0281175068309346,-0.4963021249726,0.013,0.016,1
"NOD2",0.0288998407737881,-0.333741762738491,0.012,0.015,1
"SOCS7",0.0290103541439758,0.261532376242251,0.014,0.011,1
"PRDM1",0.0290952093421293,-0.173973862111876,0.198,0.205,1
"DUSP14",0.0291903192102357,-0.248174880099822,0.053,0.059,1
"ATP8A1",0.0292907251743725,-0.106599315954706,0.203,0.212,1
"AC133644.2",0.0294391491487145,0.1860584949487,0.025,0.021,1
"COG5",0.029470034026253,0.111767144439498,0.091,0.084,1
"TRAV38-1",0.0295391348519126,-0.127395322865037,0.012,0.015,1
"ADAT1",0.0295552318959109,0.159962650675964,0.049,0.044,1
"HMHA1",0.0295881744067343,-0.417818997184819,0.068,0.073,1
"LINC01420",0.029659454820403,-0.350804250529906,0.051,0.056,1
"NKIRAS1",0.0296898089605305,-0.316890410838331,0.014,0.017,1
"SPOPL",0.0298316912958522,0.19307073577382,0.033,0.029,1
"FOXP4",0.0299889200832214,0.199494011449089,0.019,0.016,1
"CYP4F22",0.0300031422108076,0.141865463791123,0.01,0.008,1
"MFSD11",0.0301316296086928,-0.180120602939569,0.101,0.108,1
"CCZ1",0.0310037774499689,0.177970704040501,0.026,0.023,1
"SS18L1",0.0311967216403751,0.279719102034826,0.019,0.016,1
"PRSS23",0.0314151346288697,-0.89080796089712,0.01,0.013,1
"RRAS2",0.0314531249724136,-0.275233967178611,0.053,0.059,1
"AC015982.1",0.0314719129574054,0.327962294985388,0.012,0.009,1
"FAM234A",0.0314852728181771,-0.37359784224408,0.01,0.012,1
"SLC25A37",0.0318134792810328,-0.137628022509438,0.047,0.052,1
"KIAA0355",0.0319237767629564,0.159667639851436,0.029,0.026,1
"PELP1",0.032134309449427,0.103698455687538,0.079,0.073,1
"ZNF335",0.0322140275059075,-0.112498126271509,0.087,0.094,1
"ZNF552",0.032235652452781,-0.248459613009878,0.02,0.024,1
"BUD23",0.0323997109671905,-0.100138734882527,0.137,0.145,1
"PJA1",0.0325341620285882,0.139747308958385,0.052,0.047,1
"ZNF787",0.0325518571040551,0.299736576597569,0.013,0.011,1
"FNIP2",0.0326735275777856,-0.507256747643567,0.007,0.01,1
"STX3",0.0327317238113354,-0.237203671968038,0.018,0.022,1
"PRUNE",0.0327603782535182,-0.560136233829756,0.009,0.011,1
"FAM107B",0.0328057957213207,-0.192946015581203,0.275,0.279,1
"TRAV8-1",0.0329311064691716,0.386008601611966,0.013,0.011,1
"NSUN4",0.0330458657445446,0.123606836297622,0.04,0.035,1
"ZNF548",0.0332419524220291,-0.358570248666186,0.023,0.027,1
"LIPE-AS1",0.0332805325763627,0.209640141497532,0.014,0.012,1
"DSEL",0.0333368077122214,-0.391342414006381,0.009,0.012,1
"PITPNA",0.0334833306883563,0.199310208773761,0.029,0.026,1
"BAHD1",0.0339609382914438,0.258988510909985,0.021,0.018,1
"DUSP28",0.0340357378088217,0.10620848319031,0.046,0.041,1
"MMGT1",0.03415468895585,-0.196291861376332,0.088,0.094,1
"GNS",0.0343492585740615,0.136005549423272,0.051,0.046,1
"LINC00243",0.0344104971791084,0.149577306007497,0.011,0.009,1
"NDUFC2",0.0345632200837487,-0.198825311370764,0.12,0.127,1
"AL451062.3",0.0346844115868306,-0.324293591232033,0.008,0.01,1
"PCNX",0.0349296570366174,-0.625487049966448,0.018,0.021,1
"ASL",0.0350006477682039,-0.227242592260782,0.039,0.043,1
"BLOC1S6",0.0353528596204467,0.103760386140871,0.138,0.13,1
"OXCT1",0.0354898718531446,-0.14617035616881,0.118,0.125,1
"TICAM1",0.0363036127160786,0.119662152587554,0.056,0.051,1
"DCUN1D3",0.0364910427884319,-0.297163452632454,0.013,0.015,1
"ABL1",0.0368909868854266,0.216302527443403,0.025,0.022,1
"FAM175A",0.0370425095973625,-0.79762648269224,0.008,0.01,1
"PWWP2B",0.0371659959063472,-0.386538111604035,0.012,0.015,1
"NDUFB1",0.0373214988749103,-0.106259943140311,0.265,0.251,1
"DRAM1",0.0373644838063437,-0.299777402034143,0.019,0.023,1
"GAS7",0.0373760771551821,-0.32284196954237,0.011,0.013,1
"HIST1H2AL",0.0374569294327596,-0.258168104885974,0.01,0.013,1
"RTFDC1",0.0375597274566275,-0.341360068604459,0.056,0.061,1
"SPTSSA",0.0375751614523088,-0.193851283425396,0.069,0.074,1
"FANCB",0.0377132347804648,0.231184372286333,0.011,0.009,1
"ZNF408",0.0379877472785264,-0.164433000021732,0.035,0.039,1
"SEC24A",0.0386074047761397,-0.156801125190462,0.05,0.055,1
"BRE",0.0386907422609645,-0.329669678782022,0.03,0.026,1
"ZNF100",0.0388144182526716,-0.189755403148934,0.034,0.039,1
"TRGV4",0.0390825790940091,-0.205979365275907,0.023,0.027,1
"ADCK4",0.0392279315636727,-0.733853203376954,0.009,0.012,1
"AP000787.1",0.0392422715324613,0.142821454803497,0.014,0.011,1
"TRAV2",0.0395548592322729,-0.311555348343744,0.011,0.014,1
"ARPC4-TTLL3",0.0396939049055835,0.237083918310859,0.015,0.013,1
"DENND3",0.0411656229115396,0.159333570788622,0.035,0.031,1
"SNHG21",0.0413364378875627,0.229152850794686,0.021,0.018,1
"DDX31",0.0415961800514706,0.214817529331407,0.03,0.027,1
"TRAV8-2",0.0416294206205618,0.275796164773518,0.056,0.051,1
