"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FXYD51",4.99384971028852e-64,0.506328714064232,0.881,0.764,8.13747810291515e-60,"Naive_like_3","FXYD5"
"RPL371",2.22690954948399e-61,0.33517382426521,0.993,0.976,3.62874911088416e-57,"Naive_like_3","RPL37"
"RPL9",1.43717165569505e-57,0.289122034600045,0.994,0.983,2.34187121295508e-53,"Naive_like_3","RPL9"
"KLRD11",2.44287497927569e-57,0.712714772530275,0.428,0.22,3.98066477872973e-53,"Naive_like_3","KLRD1"
"RPS61",4.35556452607897e-57,0.31201039276981,0.998,0.986,7.09739239524568e-53,"Naive_like_3","RPS6"
"RPS14",1.02830380642012e-53,0.272082189829112,1,0.99,1.67562105256159e-49,"Naive_like_3","RPS14"
"RPS51",9.97381016243993e-51,0.297016170172227,0.991,0.976,1.62523236596959e-46,"Naive_like_3","RPS5"
"S100A111",1.05259463160219e-50,0.292776949136295,0.879,0.7,1.71520295219577e-46,"Naive_like_3","S100A11"
"LINC00623",1.50950083500249e-50,0.541474727686016,0.434,0.239,2.45973161063656e-46,"Naive_like_3","LINC00623"
"JAML",5.53342542694733e-50,0.609298181411525,0.595,0.396,9.01671673321067e-46,"Naive_like_3","JAML"
"GNLY1",7.81501848134549e-50,0.860788390565814,0.383,0.198,1.27345726153525e-45,"Naive_like_3","GNLY"
"RPS19",2.04598750363706e-49,0.272391571366493,0.999,0.995,3.3339366371766e-45,"Naive_like_3","RPS19"
"THEM4",1.26200905843962e-48,0.519068794711427,0.247,0.1,2.05644376072737e-44,"Naive_like_3","THEM4"
"RPS8",4.48132746118373e-48,0.309528597343728,0.996,0.978,7.30232309799889e-44,"Naive_like_3","RPS8"
"RPL39",5.3925117129801e-48,0.273223818736551,0.998,0.988,8.78709783630108e-44,"Naive_like_3","RPL39"
"RPL13",8.51171848111519e-47,0.259443455682552,0.999,0.992,1.38698452649772e-42,"Naive_like_3","RPL13"
"FTL",3.52913400600392e-45,0.388867224343944,0.971,0.909,5.75072386278338e-41,"Naive_like_3","FTL"
"RPS211",2.55953089775032e-44,0.276796323646582,0.987,0.96,4.17075559788415e-40,"Naive_like_3","RPS21"
"RPL31",1.00462717489167e-43,0.329475556722041,0.991,0.959,1.63703998148598e-39,"Naive_like_3","RPL3"
"RPS9",3.27862020006371e-42,0.278755713358994,0.988,0.969,5.34251161600381e-38,"Naive_like_3","RPS9"
"NACA",9.81927479982895e-42,0.263599343476915,0.99,0.972,1.60005082863213e-37,"Naive_like_3","NACA"
"NELL2",1.00428615815113e-41,0.577497444904325,0.41,0.243,1.63648429470726e-37,"Naive_like_3","NELL2"
"PFDN5",1.94585849560825e-41,0.310355390059586,0.95,0.898,3.17077641859365e-37,"Naive_like_3","PFDN5"
"LEF1",3.47244325763002e-41,0.466138433094306,0.192,0.072,5.65834628830811e-37,"Naive_like_3","LEF1"
"EVL",4.375905822941e-41,0.513210834637313,0.483,0.304,7.13053853848236e-37,"Naive_like_3","EVL"
"RPL5",8.97167191610802e-41,0.303480476779164,0.985,0.962,1.4619339387298e-36,"Naive_like_3","RPL5"
"ALOX5AP",2.07165072962367e-40,0.674944964047799,0.438,0.266,3.37575486392177e-36,"Naive_like_3","ALOX5AP"
"NSG1",4.51588193880646e-40,0.380664368208572,0.164,0.055,7.35862961928512e-36,"Naive_like_3","NSG1"
"RPL351",5.89586257535611e-40,0.27039779562039,0.984,0.951,9.60730806654279e-36,"Naive_like_3","RPL35"
"LSP1",1.94081457661327e-39,0.42028795083182,0.77,0.606,3.16255735259132e-35,"Naive_like_3","LSP1"
"GTF3A",3.83917278226558e-39,0.471873184429113,0.588,0.416,6.25593204870176e-35,"Naive_like_3","GTF3A"
"ITM2B",2.15158165749154e-38,0.373580012353249,0.889,0.798,3.50600231088247e-34,"Naive_like_3","ITM2B"
"TNFRSF251",3.266375000601e-37,0.420919487136973,0.209,0.088,5.32255806347933e-33,"Naive_like_3","TNFRSF25"
"SORL1",2.98539080968153e-35,0.445488113749087,0.268,0.132,4.86469432437605e-31,"Naive_like_3","SORL1"
"RPL121",5.60427560016069e-35,0.250967613909077,0.99,0.971,9.13216709046184e-31,"Naive_like_3","RPL12"
"RGS10",2.32918942517317e-34,0.494875317252039,0.563,0.411,3.79541416831968e-30,"Naive_like_3","RGS10"
"TIMP1",4.79612863950482e-34,0.372194105076398,0.133,0.044,7.81529161807311e-30,"Naive_like_3","TIMP1"
"GLO1",5.32512107349773e-34,0.474965280117011,0.333,0.191,8.67728478926456e-30,"Naive_like_3","GLO1"
"ITGB7",8.43687477044334e-34,0.424386360411685,0.309,0.164,1.37478874384374e-29,"Naive_like_3","ITGB7"
"RPSA",3.31000579924376e-31,0.257929087081942,0.981,0.947,5.39365444986771e-27,"Naive_like_3","RPSA"
"DBN1",7.73283864310783e-31,0.383545760930818,0.136,0.049,1.26006605689442e-26,"Naive_like_3","DBN1"
"LDHB",1.24184270018449e-30,0.401305678687644,0.711,0.587,2.02358267995062e-26,"Naive_like_3","LDHB"
"POU2F21",7.176135535961e-30,0.390471869523616,0.243,0.122,1.16935128558484e-25,"Naive_like_3","POU2F2"
"AQP31",9.31028392518392e-30,0.359841856733583,0.182,0.079,1.51711076560872e-25,"Naive_like_3","AQP3"
"DAPK2",1.78290463559838e-29,0.307380219660331,0.102,0.03,2.90524310370756e-25,"Naive_like_3","DAPK2"
"PASK",4.34768390903475e-29,0.68045430281526,0.24,0.126,7.08455092977212e-25,"Naive_like_3","PASK"
"ANTXR2",3.10608954812366e-28,0.419084125590304,0.306,0.176,5.0613729186675e-24,"Naive_like_3","ANTXR2"
"ARHGAP15",3.53647034229036e-28,0.453251075883166,0.313,0.185,5.76267842276215e-24,"Naive_like_3","ARHGAP15"
"TMEM123",4.40810044079468e-28,0.419897193050939,0.461,0.314,7.18299966827493e-24,"Naive_like_3","TMEM123"
"TMEM14C",8.27790995815145e-28,0.3283058378844,0.189,0.087,1.34888542768078e-23,"Naive_like_3","TMEM14C"
"PERP",3.92432088817752e-27,0.492336496947077,0.322,0.197,6.39468088728527e-23,"Naive_like_3","PERP"
"NOP53",1.16299475134342e-26,0.316289788846572,0.855,0.782,1.8950999473141e-22,"Naive_like_3","NOP53"
"LINC02446",2.30130306170777e-26,0.496434927992448,0.221,0.113,3.74997333905282e-22,"Naive_like_3","LINC02446"
"AHNAK1",8.32570997000945e-26,0.29563865723378,0.731,0.569,1.35667443961304e-21,"Naive_like_3","AHNAK"
"GSTK1",1.63228041579968e-25,0.40715817710791,0.473,0.335,2.65980093754558e-21,"Naive_like_3","GSTK1"
"LCK",4.79461689045644e-25,0.35373305892867,0.631,0.486,7.81282822299877e-21,"Naive_like_3","LCK"
"CAMK41",7.97751446505336e-25,0.382727022040086,0.462,0.324,1.29993598208044e-20,"Naive_like_3","CAMK4"
"ITGA1",1.46032003935781e-24,0.465210968407873,0.285,0.169,2.37959150413355e-20,"Naive_like_3","ITGA1"
"PTGER2",1.95834226268546e-24,0.337642881345748,0.125,0.049,3.19111871704595e-20,"Naive_like_3","PTGER2"
"FYB1",4.13162902213974e-23,0.350210551942003,0.624,0.489,6.7324894915767e-19,"Naive_like_3","FYB1"
"ABRACL",4.42792495445718e-23,0.344296890721629,0.423,0.289,7.21530371328797e-19,"Naive_like_3","ABRACL"
"MT-ND41",1.73330167182485e-22,0.254266515451449,0.905,0.834,2.82441507423859e-18,"Naive_like_3","MT-ND4"
"ZFP36L11",3.51061724109366e-22,0.26334909988609,0.658,0.529,5.72055079436211e-18,"Naive_like_3","ZFP36L1"
"AES",4.20685188393098e-22,0.356693828488498,0.545,0.409,6.85506514486553e-18,"Naive_like_3","AES"
"TRAC",1.4126734550511e-21,0.318827372248215,0.531,0.395,2.30195139500576e-17,"Naive_like_3","TRAC"
"FCMR",1.44514168067493e-21,0.367283212606281,0.25,0.145,2.35485836865979e-17,"Naive_like_3","FCMR"
"CAPG",1.51144142748192e-21,0.362342527645533,0.146,0.068,2.46289380608179e-17,"Naive_like_3","CAPG"
"TRAF3IP3",1.82849775153264e-21,0.327121343633555,0.269,0.157,2.97953708612244e-17,"Naive_like_3","TRAF3IP3"
"LAT",3.83991950908756e-21,0.301928179568809,0.59,0.447,6.25714884005819e-17,"Naive_like_3","LAT"
"CCND3",6.49246375707161e-21,0.331676752496631,0.296,0.183,1.05794696921482e-16,"Naive_like_3","CCND3"
"CCL5",1.37099313297185e-20,0.445217267807481,0.786,0.725,2.23403331017763e-16,"Naive_like_3","CCL5"
"SELL1",1.63261884926254e-20,0.476257069473795,0.261,0.158,2.66035241487331e-16,"Naive_like_3","SELL"
"TOMM7",2.89800725624917e-20,0.253776787788687,0.846,0.746,4.72230282405802e-16,"Naive_like_3","TOMM7"
"RAC2",5.42342949803681e-20,0.277889223266211,0.614,0.489,8.83747836705099e-16,"Naive_like_3","RAC2"
"SMAD3",1.15663735951464e-18,0.306477403328049,0.208,0.117,1.88474057732911e-14,"Naive_like_3","SMAD3"
"CARD19",1.60729065207176e-18,0.283435297143296,0.344,0.23,2.61908011755092e-14,"Naive_like_3","CARD19"
"GALNT2",2.89908297497023e-18,0.334050891055666,0.179,0.097,4.724055707714e-14,"Naive_like_3","GALNT2"
"C12orf75",5.57351404145018e-18,0.356189149309508,0.399,0.285,9.08204113054306e-14,"Naive_like_3","C12orf75"
"CD2",7.38842755006032e-18,0.289726522486897,0.776,0.672,1.20394426928233e-13,"Naive_like_3","CD2"
"NCF1",1.01973551853367e-17,0.300621559621802,0.16,0.084,1.66165902745061e-13,"Naive_like_3","NCF1"
"CAPN2",1.58968193615254e-17,0.290693734830075,0.539,0.417,2.59038671496057e-13,"Naive_like_3","CAPN2"
"LGALS1",8.40957903893235e-17,0.390788732371759,0.498,0.385,1.37034090439403e-12,"Naive_like_3","LGALS1"
"DHRS7",8.54467928715048e-17,0.294292441749695,0.492,0.385,1.39235548984117e-12,"Naive_like_3","DHRS7"
"GLIPR11",3.24312407900432e-16,0.34300843391876,0.382,0.277,5.28467068673754e-12,"Naive_like_3","GLIPR1"
"LINC018711",5.46857673482996e-16,0.322496859130812,0.217,0.133,8.91104578940542e-12,"Naive_like_3","LINC01871"
"ARRDC21",1.05317306034203e-15,0.282440860799087,0.192,0.112,1.71614550182734e-11,"Naive_like_3","ARRDC2"
"SMIM31",1.29156579476517e-15,0.308031611078769,0.176,0.102,2.10460646256984e-11,"Naive_like_3","SMIM3"
"SYTL2",1.62449449942732e-15,0.428690674931846,0.225,0.144,2.64711378681682e-11,"Naive_like_3","SYTL2"
"PLEC1",2.06616085409509e-15,0.325924933310992,0.407,0.299,3.36680911174796e-11,"Naive_like_3","PLEC"
"MFHAS1",3.72127172583368e-15,0.253595003095152,0.124,0.062,6.06381227724598e-11,"Naive_like_3","MFHAS1"
"OCIAD2",4.24712673975923e-15,0.295328188439903,0.47,0.367,6.92069302243767e-11,"Naive_like_3","OCIAD2"
"EPB41",5.11104341662372e-15,0.297991714369176,0.402,0.296,8.32844524738836e-11,"Naive_like_3","EPB41"
"MFNG",6.16451569134591e-15,0.265369960454677,0.285,0.191,1.00450783190482e-10,"Naive_like_3","MFNG"
"TRBV7-9",6.2042749854738e-15,1.05891488892834,0.116,0.057,1.01098660888296e-10,"Naive_like_3","TRBV7-9"
"SLFN5",1.11616899388682e-14,0.319086451398273,0.453,0.347,1.81879737553857e-10,"Naive_like_3","SLFN5"
"ITGAE",1.48732262076781e-14,0.462822233554995,0.348,0.261,2.42359221054115e-10,"Naive_like_3","ITGAE"
"CD63",1.5462661487601e-14,0.327369644229658,0.53,0.426,2.51964068940458e-10,"Naive_like_3","CD63"
"LYAR",2.19586595153488e-13,0.360420802846562,0.542,0.467,3.57816356802608e-09,"Naive_like_3","LYAR"
"GIMAP7",2.89923235396352e-13,0.306772631599512,0.627,0.547,4.72429912078355e-09,"Naive_like_3","GIMAP7"
"PGK11",3.05366804111799e-12,0.286430880178482,0.765,0.678,4.97595207300176e-08,"Naive_like_3","PGK1"
"ITGB1",3.26909043009797e-11,0.251888023713418,0.355,0.269,5.32698285584464e-07,"Naive_like_3","ITGB1"
"CTSW",8.28250171717094e-11,0.262924159098632,0.249,0.175,1.349633654813e-06,"Naive_like_3","CTSW"
"ARRB2",2.52928204201315e-09,0.268062553099266,0.416,0.346,4.12146508746043e-05,"Naive_like_3","ARRB2"
"CXCR6",4.93267686292563e-08,0.288158631381072,0.182,0.128,0.000803779694813731,"Naive_like_3","CXCR6"
"KLRB11",1.76244180044951e-07,0.299412459038599,0.107,0.066,0.00287189891383248,"Naive_like_3","KLRB1"
"GZMK",0,1.90545759541641,0.748,0.218,0,"Cytotoxic","GZMK"
"NKG7",0,1.66611045048942,0.872,0.486,0,"Cytotoxic","NKG7"
"CST7",0,1.56291091640095,0.948,0.606,0,"Cytotoxic","CST7"
"CMC1",5.02277095752149e-307,1.73683067240226,0.544,0.111,8.18460527528126e-303,"Cytotoxic","CMC1"
"EOMES",8.63320516802372e-269,1.41942191335544,0.453,0.069,1.40678078212947e-264,"Cytotoxic","EOMES"
"HLA-A",1.61103022167323e-244,0.614725410037684,0.999,0.992,2.62517374621652e-240,"Cytotoxic","HLA-A"
"CD74",7.70014338799301e-235,1.53000719789364,0.858,0.571,1.25473836507346e-230,"Cytotoxic","CD74"
"COTL1",6.0840299275462e-227,1.353170844494,0.752,0.406,9.91392676693654e-223,"Cytotoxic","COTL1"
"B2M",4.65645160239849e-226,0.4011341509724,1,0.999,7.58768788610834e-222,"Cytotoxic","B2M"
"GZMA",4.33644601468499e-206,1.41271315830102,0.43,0.09,7.06623878092919e-202,"Cytotoxic","GZMA"
"PLEK",3.99859888407599e-177,1.09577311186342,0.286,0.032,6.51571688160182e-173,"Cytotoxic","PLEK"
"SH2D1A",2.37595456387085e-176,1.12836502182035,0.495,0.162,3.87161796182756e-172,"Cytotoxic","SH2D1A"
"HLA-DRB5",1.59888362060858e-175,1.41572260880737,0.375,0.078,2.60538085978168e-171,"Cytotoxic","HLA-DRB5"
"HLA-DPA1",2.80899052069548e-169,1.11493392940274,0.529,0.198,4.57725005347329e-165,"Cytotoxic","HLA-DPA1"
"HLA-C",3.47998186389575e-164,0.460022778285094,0.999,0.994,5.67063044721813e-160,"Cytotoxic","HLA-C"
"HLA-DPB1",7.87708399621442e-160,1.08830991370973,0.619,0.294,1.28357083718314e-155,"Cytotoxic","HLA-DPB1"
"CD27",5.40517538197851e-151,1.32703780044927,0.527,0.229,8.80773328493398e-147,"Cytotoxic","CD27"
"DKK3",2.01616872832503e-144,1.1122488084435,0.25,0.032,3.28534694280564e-140,"Cytotoxic","DKK3"
"TRAT1",9.47024238358475e-143,1.00800300167192,0.587,0.27,1.54317599640513e-138,"Cytotoxic","TRAT1"
"MLLT3",3.54185467995401e-141,1.13579019180516,0.441,0.156,5.77145220098506e-137,"Cytotoxic","MLLT3"
"CD3E",1.73458832012636e-129,0.68095874565861,0.921,0.764,2.8265116676459e-125,"Cytotoxic","CD3E"
"CTSC",1.7566707491185e-126,1.00369569285605,0.422,0.152,2.8624949856886e-122,"Cytotoxic","CTSC"
"CD3G",7.68453369035784e-125,0.909247871159185,0.658,0.379,1.25219476484381e-120,"Cytotoxic","CD3G"
"CD3D",1.02512654977751e-123,0.729662072270588,0.87,0.677,1.67044371286246e-119,"Cytotoxic","CD3D"
"PSMB9",2.60356349951108e-118,0.77735313618121,0.777,0.553,4.24250672245331e-114,"Cytotoxic","PSMB9"
"CLDND1",1.27725456770252e-114,0.891392161922009,0.735,0.515,2.08128631807126e-110,"Cytotoxic","CLDND1"
"APOBEC3G",8.97270888255728e-112,0.801954324970235,0.738,0.488,1.46210291241271e-107,"Cytotoxic","APOBEC3G"
"CCL51",4.94993953007684e-111,0.778875962876337,0.886,0.666,8.06592646426022e-107,"Cytotoxic","CCL5"
"SAMD3",1.44844775463444e-109,0.875795223286901,0.393,0.146,2.36024561617683e-105,"Cytotoxic","SAMD3"
"HLA-DQA2",2.55619808556875e-108,0.926680437178168,0.242,0.048,4.16532478043427e-104,"Cytotoxic","HLA-DQA2"
"HLA-DRB1",2.54446319765429e-107,1.00066970308962,0.359,0.12,4.14620278057766e-103,"Cytotoxic","HLA-DRB1"
"RPS15A",1.73312605999291e-105,0.39032733296364,0.999,0.991,2.82412891475845e-101,"Cytotoxic","RPS15A"
"OAZ11",4.96356130484534e-103,0.453029680173294,0.983,0.946,8.08812314624548e-99,"Cytotoxic","OAZ1"
"RPS26",1.65287321531596e-96,0.491286898545705,0.992,0.978,2.69335690435736e-92,"Cytotoxic","RPS26"
"PSME1",2.8397270586866e-94,0.627600902128714,0.854,0.695,4.62733524212982e-90,"Cytotoxic","PSME1"
"HLA-E",9.29904809275457e-94,0.480646174149273,0.989,0.94,1.51527988671436e-89,"Cytotoxic","HLA-E"
"RPS4Y1",3.09843727033444e-91,0.795652546676021,0.435,0.179,5.04890353200997e-87,"Cytotoxic","RPS4Y1"
"C1orf21",2.3130051008601e-90,0.782227637554809,0.269,0.076,3.76904181185153e-86,"Cytotoxic","C1orf21"
"HLA-B",1.04134260475525e-83,0.315153129993794,1,0.997,1.69686777444868e-79,"Cytotoxic","HLA-B"
"CD8A1",9.66119281433112e-81,0.548167886505447,0.912,0.756,1.57429136909526e-76,"Cytotoxic","CD8A"
"TIGIT",5.34039097238055e-79,0.808491493137713,0.53,0.295,8.70216708949411e-75,"Cytotoxic","TIGIT"
"ARHGAP25",2.0213194452488e-75,0.681511343519172,0.289,0.105,3.29374003603291e-71,"Cytotoxic","ARHGAP25"
"APMAP",3.79934896049888e-74,0.672884341636997,0.571,0.361,6.19103913113292e-70,"Cytotoxic","APMAP"
"CRTAM1",6.64066545847245e-73,0.623786450777991,0.256,0.08,1.08209643645809e-68,"Cytotoxic","CRTAM"
"SLAMF7",1.88169961951996e-68,0.594668669481508,0.259,0.089,3.06622953000777e-64,"Cytotoxic","SLAMF7"
"PRR5L",6.54664301520609e-68,0.603077376130875,0.219,0.065,1.06677547932783e-63,"Cytotoxic","PRR5L"
"TMSB10",4.59943370668136e-67,0.456305191626639,0.97,0.912,7.49477722503728e-63,"Cytotoxic","TMSB10"
"PFN1",6.02675678157992e-67,0.375309119994497,0.967,0.923,9.82060017558449e-63,"Cytotoxic","PFN1"
"LY6E",8.21446524608029e-67,0.644651263594745,0.619,0.413,1.33854711184878e-62,"Cytotoxic","LY6E"
"PYHIN1",4.26134229980503e-66,0.608883067940562,0.254,0.09,6.94385727753229e-62,"Cytotoxic","PYHIN1"
"SEPT7",5.52511485448976e-65,0.53599565647946,0.832,0.73,9.00317465539106e-61,"Cytotoxic","SEPT7"
"CXCR5",2.51273557496305e-64,0.419143679040414,0.104,0.009,4.09450261940229e-60,"Cytotoxic","CXCR5"
"ITGB2",1.13449261979729e-61,0.582943284349375,0.199,0.06,1.84865572395969e-57,"Cytotoxic","ITGB2"
"LYST",4.77819321307972e-61,0.702243916801264,0.514,0.322,7.78606584071341e-57,"Cytotoxic","LYST"
"NFATC2",7.34429796266379e-61,0.690053079512744,0.524,0.338,1.19675335301606e-56,"Cytotoxic","NFATC2"
"SELPLG",2.72583081428812e-60,0.687215834598142,0.561,0.384,4.44174131188249e-56,"Cytotoxic","SELPLG"
"HMGB1",2.92662725984308e-60,0.415639354345966,0.924,0.879,4.7689391199143e-56,"Cytotoxic","HMGB1"
"FCRL3",9.16594299437058e-58,0.412894463004484,0.109,0.015,1.49359041093269e-53,"Cytotoxic","FCRL3"
"CXCR3",3.61823313726267e-57,0.685767889738672,0.546,0.364,5.89591089716951e-53,"Cytotoxic","CXCR3"
"THEMIS",6.27596988655728e-56,0.572149260504682,0.353,0.173,1.02266929301451e-51,"Cytotoxic","THEMIS"
"CYBA",1.07913866268453e-55,0.489380524557501,0.835,0.692,1.75845645084445e-51,"Cytotoxic","CYBA"
"ATP5F1E",7.00250682017931e-55,0.403515367741389,0.905,0.84,1.14105848634822e-50,"Cytotoxic","ATP5F1E"
"PSMB10",2.3716488644166e-54,0.575196427508883,0.515,0.344,3.86460182456686e-50,"Cytotoxic","PSMB10"
"TBCD",8.94398223467362e-53,0.583603095034044,0.302,0.14,1.45742190514007e-48,"Cytotoxic","TBCD"
"LIMD2",1.52226025056706e-52,0.507513513319048,0.731,0.573,2.48052307829902e-48,"Cytotoxic","LIMD2"
"UBE2L6",1.77947076211314e-52,0.574383623479235,0.496,0.327,2.89964760686336e-48,"Cytotoxic","UBE2L6"
"TRBV27",8.42409932549733e-52,1.31334437698846,0.205,0.073,1.37270698508979e-47,"Cytotoxic","TRBV27"
"SLF1",3.70382351478572e-51,0.64869354542574,0.28,0.126,6.03538041734334e-47,"Cytotoxic","SLF1"
"TRAV12-1",5.02124086932186e-51,0.807368628220263,0.137,0.033,8.18211199655997e-47,"Cytotoxic","TRAV12-1"
"F2R",1.43539443094191e-49,0.539905748569463,0.34,0.175,2.33897522521985e-45,"Cytotoxic","F2R"
"RARRES31",2.42770845823031e-49,0.468714075308936,0.582,0.402,3.95595093268628e-45,"Cytotoxic","RARRES3"
"CADM1",3.68372159887346e-49,0.412993959753531,0.116,0.023,6.0026243453643e-45,"Cytotoxic","CADM1"
"CCL41",1.19997494520318e-48,0.328264899848283,0.284,0.122,1.95535917320858e-44,"Cytotoxic","CCL4"
"OASL1",1.71549899783662e-48,0.351093976068514,0.504,0.313,2.79540561697477e-44,"Cytotoxic","OASL"
"TBC1D2B",1.8943115638286e-48,0.516254096000375,0.19,0.066,3.08678069325871e-44,"Cytotoxic","TBC1D2B"
"HLA-DRA",4.03743486032361e-48,0.606383303032798,0.163,0.05,6.57900010489732e-44,"Cytotoxic","HLA-DRA"
"KLRG1",6.48204981418151e-48,0.527144955843085,0.17,0.054,1.05625001722088e-43,"Cytotoxic","KLRG1"
"GGA2",5.84122006066628e-47,0.522248511698002,0.463,0.284,9.51826808885571e-43,"Cytotoxic","GGA2"
"SYNE1",1.19490118596527e-46,0.545689652373604,0.276,0.13,1.94709148253041e-42,"Cytotoxic","SYNE1"
"ITM2C",1.66959110433101e-46,0.62938925723244,0.526,0.362,2.72059870450738e-42,"Cytotoxic","ITM2C"
"GZMM",3.97391039515903e-46,0.652388005755687,0.405,0.247,6.47548698891163e-42,"Cytotoxic","GZMM"
"CCR5",4.78926587099905e-46,0.49157281541271,0.157,0.048,7.80410873679296e-42,"Cytotoxic","CCR5"
"ZBTB38",7.26496544687863e-46,0.553332681627323,0.288,0.14,1.18382611956887e-41,"Cytotoxic","ZBTB38"
"FAM53B",3.92872854390117e-45,0.490134703400225,0.184,0.065,6.40186316228695e-41,"Cytotoxic","FAM53B"
"GIMAP4",1.16584435355501e-44,0.540368356793053,0.614,0.448,1.89974337411788e-40,"Cytotoxic","GIMAP4"
"AOAH",1.18069858343268e-44,0.50006938217822,0.24,0.103,1.92394834170354e-40,"Cytotoxic","AOAH"
"IL32",4.91635188886022e-43,0.395470877031866,0.84,0.708,8.01119540289773e-39,"Cytotoxic","IL32"
"ITGAL",6.91696829117636e-43,0.594426126951432,0.239,0.108,1.12711998304719e-38,"Cytotoxic","ITGAL"
"LAPTM5",1.05603647350719e-42,0.431618888828859,0.824,0.73,1.72081143357997e-38,"Cytotoxic","LAPTM5"
"PTK2B",1.27886234704514e-42,0.532091261229538,0.343,0.191,2.08390619451005e-38,"Cytotoxic","PTK2B"
"TOX",7.22941695864352e-42,0.410730163757034,0.124,0.032,1.17803349341096e-37,"Cytotoxic","TOX"
"MCUB",9.94006075961972e-42,0.514021421938091,0.569,0.433,1.61973290078003e-37,"Cytotoxic","MCUB"
"PLP2",5.93721484154568e-41,0.387419396377942,0.832,0.745,9.67469158429868e-37,"Cytotoxic","PLP2"
"CD84",6.6151020049649e-41,0.444990843163956,0.147,0.046,1.07793087170903e-36,"Cytotoxic","CD84"
"CD48",1.15534031031082e-40,0.502006203840585,0.463,0.309,1.88262703565148e-36,"Cytotoxic","CD48"
"CARD16",2.08132105959981e-40,0.469328595453748,0.225,0.1,3.3915126666179e-36,"Cytotoxic","CARD16"
"RPS2",5.10379316962084e-40,0.305797805818631,0.985,0.959,8.31663096989716e-36,"Cytotoxic","RPS2"
"ATP5MC2",1.11858691672224e-39,0.414080773787082,0.747,0.632,1.82273738079888e-35,"Cytotoxic","ATP5MC2"
"ARHGEF1",1.35976243475883e-39,0.462811130266161,0.63,0.492,2.21573288743952e-35,"Cytotoxic","ARHGEF1"
"GALM",2.16443941964677e-39,0.52278378686817,0.267,0.134,3.52695403431442e-35,"Cytotoxic","GALM"
"BTN3A2",2.91659016418613e-39,0.521381761696807,0.486,0.338,4.7525836725413e-35,"Cytotoxic","BTN3A2"
"HLA-DMA",3.24480034845503e-39,0.405292541926,0.13,0.038,5.28740216780748e-35,"Cytotoxic","HLA-DMA"
"BTN3A1",3.67073732203413e-39,0.489006618915006,0.228,0.104,5.98146646625462e-35,"Cytotoxic","BTN3A1"
"BICD1",1.04900455899274e-38,0.371184726248534,0.117,0.031,1.70935292887867e-34,"Cytotoxic","BICD1"
"PDE4DIP",1.05626540960685e-38,0.59035802003064,0.295,0.16,1.72118448495436e-34,"Cytotoxic","PDE4DIP"
"RPS24",1.85089259721066e-38,0.257872686914668,0.995,0.968,3.01602948715477e-34,"Cytotoxic","RPS24"
"PKM",4.21745210333839e-38,0.42556968686632,0.774,0.65,6.87233820238991e-34,"Cytotoxic","PKM"
"CD21",6.10974852220049e-38,0.422872186371925,0.767,0.667,9.9558352169257e-34,"Cytotoxic","CD2"
"ITM2B1",6.13580254515851e-38,0.332251801561901,0.878,0.795,9.99829024733579e-34,"Cytotoxic","ITM2B"
"PSME2",1.98743726857991e-37,0.466131999009118,0.661,0.551,3.23852902915096e-33,"Cytotoxic","PSME2"
"DRAP1",2.08314865045176e-37,0.408194101973484,0.674,0.563,3.39449072591114e-33,"Cytotoxic","DRAP1"
"SLAMF6",5.89186659126213e-37,0.397877232853025,0.166,0.062,9.60079661046163e-33,"Cytotoxic","SLAMF6"
"GSTP1",6.36903235802012e-37,0.416829901747305,0.655,0.528,1.03783382273938e-32,"Cytotoxic","GSTP1"
"WIPF1",5.00043205513309e-36,0.413706085456557,0.704,0.586,8.14820403383937e-32,"Cytotoxic","WIPF1"
"TNIP3",1.13777606456902e-35,0.42218264841255,0.145,0.051,1.85400609721521e-31,"Cytotoxic","TNIP3"
"ST8SIA1",1.17101504396582e-35,0.322389839317527,0.104,0.026,1.9081690141423e-31,"Cytotoxic","ST8SIA1"
"LAG3",4.67483977088848e-35,0.594380763310805,0.336,0.2,7.61765140666278e-31,"Cytotoxic","LAG3"
"JAKMIP1",5.48265694635287e-35,0.387702200874093,0.157,0.059,8.933989494082e-31,"Cytotoxic","JAKMIP1"
"RNF2131",6.87774927495849e-35,0.496379521240072,0.575,0.441,1.12072924435449e-30,"Cytotoxic","RNF213"
"SH3BGRL31",1.44131529459422e-34,0.293025857880874,0.968,0.925,2.34862327254128e-30,"Cytotoxic","SH3BGRL3"
"SEPT9",3.68607559184954e-34,0.514067615445416,0.416,0.283,6.00646017691883e-30,"Cytotoxic","SEPT9"
"ELOB",9.93926522697036e-34,0.363781729623193,0.768,0.668,1.61960326873482e-29,"Cytotoxic","ELOB"
"BTN3A3",1.63177558114258e-33,0.449643645211297,0.226,0.111,2.65897830947184e-29,"Cytotoxic","BTN3A3"
"IDH2",1.71085960087657e-33,0.436276718662949,0.233,0.117,2.78784571962838e-29,"Cytotoxic","IDH2"
"ABI3",2.99262935748549e-33,0.414677317000662,0.184,0.08,4.8764895380226e-29,"Cytotoxic","ABI3"
"ITM2A",5.83302057769247e-33,0.392634480281879,0.653,0.519,9.50490703134988e-29,"Cytotoxic","ITM2A"
