"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CASP1",8.40557088369539e-33,0.400135628063303,0.172,0.073,1.36968777549816e-28,"Cytotoxic","CASP1"
"ARL6IP5",1.09404769791575e-32,0.430697463718385,0.609,0.482,1.78275072375372e-28,"Cytotoxic","ARL6IP5"
"E2F3",1.31870604946806e-32,0.395231591813789,0.156,0.062,2.14883150760821e-28,"Cytotoxic","E2F3"
"TRAPPC1",9.91380036290929e-32,0.420849339753371,0.521,0.393,1.61545376913607e-27,"Cytotoxic","TRAPPC1"
"PPP1CA",1.7444643693193e-31,0.364516443900408,0.656,0.551,2.8426046898058e-27,"Cytotoxic","PPP1CA"
"RABAC1",1.75864901408682e-31,0.414996701342421,0.65,0.536,2.86571856845447e-27,"Cytotoxic","RABAC1"
"CCL4L2",3.45656180252779e-31,0.619166249869385,0.128,0.044,5.63246745721903e-27,"Cytotoxic","CCL4L2"
"NCDN",3.9949721788433e-31,0.423608309336893,0.151,0.06,6.50980716542516e-27,"Cytotoxic","NCDN"
"MIAT",7.04528287983081e-31,0.452966844111031,0.278,0.156,1.14802884526843e-26,"Cytotoxic","MIAT"
"ATP5MPL",1.12420343693859e-30,0.436658175813235,0.547,0.439,1.83188950049143e-26,"Cytotoxic","ATP5MPL"
"NDUFB10",5.72647000855313e-30,0.394186077323522,0.537,0.421,9.33128287893733e-26,"Cytotoxic","NDUFB10"
"IFI35",6.03115315606336e-30,0.419396275538432,0.233,0.125,9.82776406780525e-26,"Cytotoxic","IFI35"
"DTHD1",1.43219743940815e-29,0.32076438181774,0.136,0.05,2.33376572751558e-25,"Cytotoxic","DTHD1"
"FABP5",1.99185250354508e-29,0.487750032806973,0.229,0.12,3.24572365452671e-25,"Cytotoxic","FABP5"
"EIF1AY",2.51836978256054e-29,0.325086996762647,0.126,0.045,4.1036835606824e-25,"Cytotoxic","EIF1AY"
"PRKCH",2.78292009214024e-29,0.444646166394284,0.433,0.308,4.53476829014252e-25,"Cytotoxic","PRKCH"
"SH3KBP1",4.68167363254852e-29,0.430821504393925,0.388,0.263,7.62878718423782e-25,"Cytotoxic","SH3KBP1"
"LAMTOR4",8.15616212273937e-29,0.393623231288267,0.429,0.302,1.32904661790038e-24,"Cytotoxic","LAMTOR4"
"CD247",9.44152107441439e-29,0.383925466277487,0.586,0.472,1.53849585907583e-24,"Cytotoxic","CD247"
"ATP5IF1",1.32329560952185e-28,0.423167569721707,0.515,0.4,2.15631019571585e-24,"Cytotoxic","ATP5IF1"
"HLA-F",1.90237789634732e-28,0.403203005746674,0.64,0.542,3.09992478209796e-24,"Cytotoxic","HLA-F"
"CD8B1",5.16354988009716e-28,0.36579311712166,0.738,0.626,8.41400452961832e-24,"Cytotoxic","CD8B"
"LPAR6",6.1184061105211e-28,0.317842581910695,0.113,0.038,9.96994275709413e-24,"Cytotoxic","LPAR6"
"FAM160B1",8.18655473617275e-28,0.38919991804235,0.181,0.086,1.33399909425935e-23,"Cytotoxic","FAM160B1"
"APOBEC3C",2.19430576605087e-27,0.438364174237223,0.341,0.22,3.57562124577989e-23,"Cytotoxic","APOBEC3C"
"REEP5",4.12207376822597e-27,0.423326793822948,0.552,0.445,6.71691920532421e-23,"Cytotoxic","REEP5"
"B3GNT2",4.33216659522288e-27,0.376928037491654,0.32,0.2,7.05926546691569e-23,"Cytotoxic","B3GNT2"
"SASH3",5.45734415135857e-27,0.419205322245598,0.217,0.115,8.89274229463879e-23,"Cytotoxic","SASH3"
"CFLAR",6.78517067780924e-27,0.372492907555395,0.538,0.418,1.10564356194902e-22,"Cytotoxic","CFLAR"
"LIME1",7.49616611533754e-27,0.374831483069091,0.156,0.07,1.22150026849425e-22,"Cytotoxic","LIME1"
"CD37",1.02031006827236e-26,0.340174704769493,0.668,0.563,1.66259525624981e-22,"Cytotoxic","CD37"
"LSP11",1.11730599546243e-26,0.367569443332601,0.719,0.618,1.82065011960602e-22,"Cytotoxic","LSP1"
"CPNE7",1.32402400622474e-26,0.343903914578901,0.112,0.04,2.15749711814322e-22,"Cytotoxic","CPNE7"
"GNG21",1.98060620211779e-26,0.288431094760917,0.596,0.463,3.22739780635094e-22,"Cytotoxic","GNG2"
"IL9R",2.1578650406456e-26,0.336302461800908,0.12,0.045,3.516241083732e-22,"Cytotoxic","IL9R"
"XAF1",4.76008126955037e-26,0.461044287536078,0.24,0.136,7.75655242873233e-22,"Cytotoxic","XAF1"
"TECR",6.69078128921546e-26,0.354143935043744,0.559,0.447,1.09026281107766e-21,"Cytotoxic","TECR"
"FYB11",1.00329327267234e-25,0.378861075468347,0.602,0.487,1.63486638781957e-21,"Cytotoxic","FYB1"
"SLC4A7",2.11947162024742e-25,0.436251675965779,0.235,0.133,3.45367900519317e-21,"Cytotoxic","SLC4A7"
"SCAMP2",2.8910216351069e-25,0.388629125059981,0.442,0.334,4.7109197544067e-21,"Cytotoxic","SCAMP2"
"LBH",5.28108545689781e-25,0.400327210562896,0.332,0.214,8.60552875201498e-21,"Cytotoxic","LBH"
"HLA-DQA1",9.08280990741935e-25,0.299719459926596,0.106,0.037,1.48004387441398e-20,"Cytotoxic","HLA-DQA1"
"CHST12",1.34902563747607e-24,0.407390398849885,0.334,0.221,2.19823727626726e-20,"Cytotoxic","CHST12"
"TMEM43",1.50594026624793e-24,0.375795372032967,0.463,0.346,2.45392966385101e-20,"Cytotoxic","TMEM43"
"RASGRP1",1.79579491647665e-24,0.424904659482216,0.292,0.185,2.92624781639871e-20,"Cytotoxic","RASGRP1"
"COX8A",3.29412512083643e-24,0.310524246804604,0.685,0.587,5.36777688440296e-20,"Cytotoxic","COX8A"
"PSMB8",3.99753940812128e-24,0.334268896465184,0.63,0.531,6.51399046553363e-20,"Cytotoxic","PSMB8"
"HNRNPLL",4.15555642872685e-24,0.409448683322338,0.309,0.199,6.7714792006104e-20,"Cytotoxic","HNRNPLL"
"ARPC2",4.58553600996388e-24,0.265224512427233,0.877,0.846,7.47213092823614e-20,"Cytotoxic","ARPC2"
"CPOX",5.75762950315893e-24,0.315288731109228,0.126,0.052,9.38205727539748e-20,"Cytotoxic","CPOX"
"GZMH",9.18093463579964e-24,0.655134790032619,0.183,0.094,1.49603329890355e-19,"Cytotoxic","GZMH"
"BST2",1.12886132442131e-23,0.368826513888726,0.414,0.301,1.83947952814452e-19,"Cytotoxic","BST2"
"DENND2D",1.78753960668873e-23,0.383457812441335,0.208,0.115,2.91279578909929e-19,"Cytotoxic","DENND2D"
"TBC1D10C",1.94274090974578e-23,0.392839606057387,0.279,0.177,3.16569631243076e-19,"Cytotoxic","TBC1D10C"
"HLA-DQB1",2.34075727145175e-23,0.39486123589843,0.193,0.103,3.81426397383063e-19,"Cytotoxic","HLA-DQB1"
"PHACTR2",2.62874052470785e-23,0.345331562578378,0.15,0.07,4.28353268501144e-19,"Cytotoxic","PHACTR2"
"TNFSF10",2.77219590848419e-23,0.378269881447258,0.19,0.1,4.51729323287498e-19,"Cytotoxic","TNFSF10"
"DNPH1",6.53608006002444e-23,0.378825481419748,0.265,0.164,1.06505424578098e-18,"Cytotoxic","DNPH1"
"ANXA6",6.94636561994604e-23,0.415234088831013,0.38,0.276,1.13191027777021e-18,"Cytotoxic","ANXA6"
"SHISA5",7.3810283904637e-23,0.404446338520935,0.497,0.401,1.20273857622606e-18,"Cytotoxic","SHISA5"
"ATP5F1D",2.25636955185716e-22,0.287338741646606,0.649,0.552,3.67675418475124e-18,"Cytotoxic","ATP5F1D"
"SUMO2",2.980498150354e-22,0.258357711229416,0.873,0.829,4.85672173600184e-18,"Cytotoxic","SUMO2"
"SIT1",3.65526219614011e-22,0.349927960305883,0.155,0.077,5.9562497486103e-18,"Cytotoxic","SIT1"
"LCP11",3.81689497040687e-22,0.35926350184187,0.548,0.443,6.21963035427799e-18,"Cytotoxic","LCP1"
"CORO1A",5.43049802898913e-22,0.330287430221687,0.697,0.616,8.84899653823779e-18,"Cytotoxic","CORO1A"
"CLEC2B",5.51906624938468e-22,0.273793544638111,0.746,0.661,8.99331845337233e-18,"Cytotoxic","CLEC2B"
"YARS",7.52472811557829e-22,0.313610840555958,0.556,0.452,1.22615444643348e-17,"Cytotoxic","YARS"
"CYTOR1",9.01541371704621e-22,0.327909414361783,0.485,0.353,1.46906166519268e-17,"Cytotoxic","CYTOR"
"CASP4",9.79936601088566e-22,0.362040520125068,0.27,0.174,1.59680669147382e-17,"Cytotoxic","CASP4"
"IFITM3",1.18453224846599e-21,0.411386944069514,0.207,0.117,1.93019529887533e-17,"Cytotoxic","IFITM3"
"IRF3",1.41578820090107e-21,0.383453917731645,0.323,0.223,2.3070268733683e-17,"Cytotoxic","IRF3"
"TAP1",2.59097642565557e-21,0.322023404264239,0.624,0.529,4.22199608560576e-17,"Cytotoxic","TAP1"
"NEK7",3.03641827080637e-21,0.371927459550362,0.223,0.131,4.94784357227898e-17,"Cytotoxic","NEK7"
"SAMD9L",3.326745088899e-21,0.36164711643176,0.168,0.088,5.42093112236092e-17,"Cytotoxic","SAMD9L"
"AC116366.3",3.47437509599863e-21,0.346497387854655,0.182,0.099,5.66149421892976e-17,"Cytotoxic","AC116366.3"
"PTPRCAP",3.89764547658052e-21,0.356995369274987,0.185,0.102,6.35121330408795e-17,"Cytotoxic","PTPRCAP"
"FERMT3",6.82258303251991e-21,0.355827077755749,0.32,0.219,1.11173990514912e-16,"Cytotoxic","FERMT3"
"NEDD8",1.05197117904764e-20,0.315327626067435,0.54,0.445,1.71418703625813e-16,"Cytotoxic","NEDD8"
"AP3S1",1.11619098559918e-20,0.387631102936601,0.358,0.258,1.81883321103386e-16,"Cytotoxic","AP3S1"
"C12orf751",1.57815498435666e-20,0.374204834881208,0.388,0.279,2.57160354700918e-16,"Cytotoxic","C12orf75"
"NAA50",1.83808961626357e-20,0.319383766198657,0.425,0.317,2.99516702970149e-16,"Cytotoxic","NAA50"
"MTRNR2L8",1.86521763195926e-20,1.12524585898658,0.368,0.28,3.03937213127762e-16,"Cytotoxic","MTRNR2L8"
"RBCK1",2.09481514690492e-20,0.36781086129755,0.328,0.231,3.41350128188156e-16,"Cytotoxic","RBCK1"
"VPS28",2.17292151092211e-20,0.304463021469404,0.555,0.449,3.54077560204757e-16,"Cytotoxic","VPS28"
"DYNLRB1",2.54820828647057e-20,0.314907288640328,0.57,0.478,4.15230540280379e-16,"Cytotoxic","DYNLRB1"
"GBP5",2.7760375095924e-20,0.426582110846559,0.194,0.11,4.52355312188082e-16,"Cytotoxic","GBP5"
"PPDPF",2.82251299369349e-20,0.266272161477644,0.816,0.734,4.59928492322354e-16,"Cytotoxic","PPDPF"
"EPHA4",4.5588543492709e-20,0.290867530313787,0.159,0.081,7.42865316213694e-16,"Cytotoxic","EPHA4"
"CD521",6.16715747245598e-20,0.300182415741032,0.676,0.568,1.0049383101367e-15,"Cytotoxic","CD52"
"IFI6",7.47789807283182e-20,0.38604336859174,0.275,0.179,1.21852349096795e-15,"Cytotoxic","IFI6"
"CNN2",1.01281702566379e-19,0.341397083726166,0.361,0.255,1.65038534331915e-15,"Cytotoxic","CNN2"
"RABGAP1L",1.03306383103583e-19,0.357690601693254,0.326,0.225,1.68337751267288e-15,"Cytotoxic","RABGAP1L"
"SLFN12L",1.387890576788e-19,0.317631665805833,0.209,0.122,2.26156769487605e-15,"Cytotoxic","SLFN12L"
"HACD4",1.4567229314993e-19,0.290841140968914,0.128,0.06,2.37373001687811e-15,"Cytotoxic","HACD4"
"BLVRA",1.48153094175076e-19,0.303406285231582,0.141,0.07,2.41415466958287e-15,"Cytotoxic","BLVRA"
"WAS",2.0749222346738e-19,0.356670267045343,0.322,0.227,3.38108578140096e-15,"Cytotoxic","WAS"
"PQLC3",2.52976861233225e-19,0.304316218378434,0.167,0.09,4.12225795379541e-15,"Cytotoxic","PQLC3"
"MGAT1",5.32402109979391e-19,0.356972205453579,0.406,0.313,8.67549238211418e-15,"Cytotoxic","MGAT1"
"MYH9",8.79562537618729e-19,0.294825022836787,0.719,0.65,1.43324715504972e-14,"Cytotoxic","MYH9"
"MYO1F",1.04383144052511e-18,0.333897497724417,0.191,0.111,1.70092333233566e-14,"Cytotoxic","MYO1F"
"GMFG",1.49599255555871e-18,0.291368089435209,0.588,0.499,2.43771986928292e-14,"Cytotoxic","GMFG"
"GYG1",1.75465567844658e-18,0.320470464289048,0.349,0.247,2.8592114280287e-14,"Cytotoxic","GYG1"
"FKBP8",1.9876257703899e-18,0.301249596957509,0.564,0.479,3.23883619285034e-14,"Cytotoxic","FKBP8"
"RASAL3",2.54394580053201e-18,0.358890832677829,0.335,0.237,4.14535968196691e-14,"Cytotoxic","RASAL3"
"TRAC1",3.37659910224309e-18,0.372971412239425,0.499,0.399,5.50216823710511e-14,"Cytotoxic","TRAC"
"TMEM9",3.53242200018117e-18,0.261629520397985,0.119,0.055,5.75608164929522e-14,"Cytotoxic","TMEM9"
"IFI27L2",4.26008387037273e-18,0.310438632115747,0.226,0.142,6.94180666677236e-14,"Cytotoxic","IFI27L2"
"TMEM160",6.06822725224555e-18,0.328633543994899,0.442,0.354,9.88817630753412e-14,"Cytotoxic","TMEM160"
"KIAA1551",7.23930870991362e-18,0.407968326398289,0.4,0.307,1.17964535428042e-13,"Cytotoxic","KIAA1551"
"LY9",8.59778463955475e-18,0.350512060202607,0.223,0.138,1.40100900701545e-13,"Cytotoxic","LY9"
"PPP1R14B",9.78581135334262e-18,0.411886838256817,0.187,0.109,1.59459796002718e-13,"Cytotoxic","PPP1R14B"
"BCAP31",1.37823090516351e-17,0.310932741854806,0.503,0.418,2.24582725996394e-13,"Cytotoxic","BCAP31"
"SLC25A6",2.40340754639393e-17,0.277609419529163,0.767,0.693,3.9163525968489e-13,"Cytotoxic","SLC25A6"
"CAP1",2.49673853619107e-17,0.28829649490401,0.626,0.553,4.06843544472334e-13,"Cytotoxic","CAP1"
"TBCB",4.1740775117984e-17,0.29883101769558,0.441,0.351,6.80165930547549e-13,"Cytotoxic","TBCB"
"MFSD10",4.199169120545e-17,0.302177312919282,0.528,0.44,6.84254608192807e-13,"Cytotoxic","MFSD10"
"EIF4EBP1",6.0054858266397e-17,0.315542016307556,0.198,0.121,9.78593915450939e-13,"Cytotoxic","EIF4EBP1"
"BSG",6.11548450406038e-17,0.284434897329864,0.581,0.508,9.96518199936639e-13,"Cytotoxic","BSG"
"TRIM22",7.38499192828461e-17,0.339583680467047,0.321,0.23,1.20338443471398e-12,"Cytotoxic","TRIM22"
"CDC25B",8.08015797879193e-17,0.335510131113486,0.226,0.145,1.31666174264415e-12,"Cytotoxic","CDC25B"
"MDH2",1.06736485745793e-16,0.295909924985358,0.403,0.312,1.73927103522769e-12,"Cytotoxic","MDH2"
"CORO1B",1.11112977091122e-16,0.267699495623641,0.113,0.054,1.81058596169983e-12,"Cytotoxic","CORO1B"
"CMTM7",1.30380317859977e-16,0.345287065194942,0.263,0.179,2.12454727952833e-12,"Cytotoxic","CMTM7"
"SLC38A5",1.39548141210039e-16,0.288709028332372,0.131,0.067,2.27393696101759e-12,"Cytotoxic","SLC38A5"
"SUSD3",1.55131305718392e-16,0.325053925698537,0.18,0.107,2.5278646266812e-12,"Cytotoxic","SUSD3"
"SCP2",1.58661047891164e-16,0.330364768252894,0.265,0.183,2.58538177538652e-12,"Cytotoxic","SCP2"
"NDUFB7",1.72831334580573e-16,0.311901042859688,0.403,0.318,2.81628659699044e-12,"Cytotoxic","NDUFB7"
"IFITM11",3.1687812425467e-16,0.290089343434375,0.731,0.65,5.16352903472985e-12,"Cytotoxic","IFITM1"
"KRTCAP2",3.18950246607822e-16,0.25572331028047,0.649,0.586,5.19729426847446e-12,"Cytotoxic","KRTCAP2"
"PSTPIP1",3.45049192808421e-16,0.309323106015787,0.252,0.168,5.62257659681323e-12,"Cytotoxic","PSTPIP1"
"LCK1",4.81842822180641e-16,0.27516544908633,0.583,0.497,7.85162878743354e-12,"Cytotoxic","LCK"
"SLA1",5.51174279027809e-16,0.321968305061813,0.341,0.251,8.98138487675815e-12,"Cytotoxic","SLA"
"RCSD1",8.55748190556548e-16,0.284232427806545,0.187,0.113,1.3944416765119e-11,"Cytotoxic","RCSD1"
"PPP1R16B",8.8119503520699e-16,0.305611754629,0.34,0.251,1.43590730986979e-11,"Cytotoxic","PPP1R16B"
"LINC00861",1.21003345910849e-15,0.272260213526218,0.143,0.078,1.97174952161729e-11,"Cytotoxic","LINC00861"
"PRDX5",1.29159592645375e-15,0.279794541544435,0.522,0.444,2.10465556215638e-11,"Cytotoxic","PRDX5"
"PPP1R18",1.40080602263471e-15,0.296778620138592,0.391,0.301,2.28261341388327e-11,"Cytotoxic","PPP1R18"
"GBP4",1.6622633096212e-15,0.296686796941158,0.189,0.116,2.70865806302775e-11,"Cytotoxic","GBP4"
"PYURF",1.74498224296465e-15,0.312999955555699,0.362,0.279,2.8434485649109e-11,"Cytotoxic","PYURF"
"RIPOR2",1.79758498531981e-15,0.319857958189649,0.401,0.314,2.92916473357863e-11,"Cytotoxic","RIPOR2"
"CAPN21",2.15162939483912e-15,0.275585021536334,0.512,0.42,3.50608009889035e-11,"Cytotoxic","CAPN2"
"ACTN4",2.72722126186144e-15,0.303381167207533,0.479,0.395,4.44400704620321e-11,"Cytotoxic","ACTN4"
"MGST3",3.18415638233586e-15,0.256357565862436,0.546,0.457,5.18858282501629e-11,"Cytotoxic","MGST3"
"UQCR11",5.08913711716575e-15,0.2614753186813,0.588,0.519,8.2927489324216e-11,"Cytotoxic","UQCR11"
"LYSMD2",5.10830480678212e-15,0.29944107243033,0.409,0.321,8.32398268265147e-11,"Cytotoxic","LYSMD2"
"LINC01943",5.1990542865779e-15,0.345468116979607,0.226,0.148,8.47185895997868e-11,"Cytotoxic","LINC01943"
"NIN",5.8941800579181e-15,0.303678516193808,0.177,0.108,9.60456640437754e-11,"Cytotoxic","NIN"
"WNK1",7.15541123316074e-15,0.303512644474727,0.373,0.285,1.16597426044354e-10,"Cytotoxic","WNK1"
"ARAP2",8.19813817724618e-15,0.34216013707913,0.329,0.246,1.33588661598227e-10,"Cytotoxic","ARAP2"
"PPT1",8.86620229170889e-15,0.278740822192858,0.183,0.113,1.44474766343396e-10,"Cytotoxic","PPT1"
"GPSM3",1.11571861926149e-14,0.281807778423566,0.516,0.437,1.8180634900866e-10,"Cytotoxic","GPSM3"
"PARP14",1.1464349256438e-14,0.298715426353509,0.202,0.129,1.86811571133657e-10,"Cytotoxic","PARP14"
"BCL11B",1.14817444808508e-14,0.319782516877546,0.246,0.169,1.87095026315465e-10,"Cytotoxic","BCL11B"
"RAB11B",1.35061709790315e-14,0.304296907412394,0.438,0.362,2.20083056103318e-10,"Cytotoxic","RAB11B"
"SH3GLB1",1.55530614095199e-14,0.304475710632925,0.441,0.367,2.53437135668126e-10,"Cytotoxic","SH3GLB1"
"TC2N",1.56677003051444e-14,0.315730811031344,0.355,0.269,2.55305176472329e-10,"Cytotoxic","TC2N"
"ERAP2",1.59506408190599e-14,0.28963607764112,0.166,0.099,2.5991569214658e-10,"Cytotoxic","ERAP2"
"CALM3",1.73674703558658e-14,0.32139092288895,0.395,0.318,2.83002929448833e-10,"Cytotoxic","CALM3"
"HMGN4",1.80905208738388e-14,0.28822000729567,0.352,0.271,2.94785037639203e-10,"Cytotoxic","HMGN4"
"TRMO",2.0618260034447e-14,0.303772205230943,0.181,0.112,3.35974547261314e-10,"Cytotoxic","TRMO"
"METTL26",2.35229229594882e-14,0.270822909609084,0.437,0.355,3.83306029624861e-10,"Cytotoxic","METTL26"
"NLRC5",2.67322142889476e-14,0.311067689822403,0.225,0.15,4.35601431838401e-10,"Cytotoxic","NLRC5"
"RAC21",2.81392480689374e-14,0.281399574965186,0.577,0.497,4.58529047283335e-10,"Cytotoxic","RAC2"
"TRAF3IP31",2.84994956359721e-14,0.302700001849837,0.24,0.163,4.64399281388165e-10,"Cytotoxic","TRAF3IP3"
"HSPB11",3.20768851800706e-14,0.298779118237729,0.307,0.227,5.22692844009251e-10,"Cytotoxic","HSPB11"
"OPTN1",3.28062310489758e-14,0.287627976963403,0.537,0.462,5.34577534943061e-10,"Cytotoxic","OPTN"
"CD28",5.263005096212e-14,0.328907477199766,0.277,0.2,8.57606680427745e-10,"Cytotoxic","CD28"
"COMT",5.87575804037922e-14,0.29726008562061,0.243,0.17,9.57454772679794e-10,"Cytotoxic","COMT"
"TNFRSF14",7.66409515282067e-14,0.328782944683079,0.251,0.181,1.24886430515213e-09,"Cytotoxic","TNFRSF14"
"ORAI1",8.8784937483786e-14,0.281654913579528,0.246,0.169,1.44675055629829e-09,"Cytotoxic","ORAI1"
"MCM5",1.09233808826597e-13,0.254178139797491,0.163,0.098,1.7799649148294e-09,"Cytotoxic","MCM5"
"C19orf66",1.20249744923569e-13,0.292921498983053,0.434,0.357,1.95946959352955e-09,"Cytotoxic","C19orf66"
"ATP5MF",1.60767475418545e-13,0.251662467397961,0.572,0.513,2.61970601194519e-09,"Cytotoxic","ATP5MF"
"SMS",1.63219030582069e-13,0.277047121451959,0.21,0.138,2.65965410333482e-09,"Cytotoxic","SMS"
"ARPC5L",1.96676634451554e-13,0.253980862051296,0.474,0.396,3.20484575838807e-09,"Cytotoxic","ARPC5L"
"ADAR",2.35251201750399e-13,0.292653020016643,0.493,0.419,3.83341833252276e-09,"Cytotoxic","ADAR"
"LRMP",2.55680764904681e-13,0.264633227872194,0.145,0.085,4.16631806412177e-09,"Cytotoxic","LRMP"
"PARP1",3.14630778791348e-13,0.315538652609346,0.331,0.256,5.12690854040502e-09,"Cytotoxic","PARP1"
"NDUFS8",3.28531406654639e-13,0.309385750500168,0.375,0.305,5.35341927143734e-09,"Cytotoxic","NDUFS8"
"GPR108",3.34995707304713e-13,0.282977993950815,0.194,0.128,5.45875505053029e-09,"Cytotoxic","GPR108"
"SMIM29",3.41584932321646e-13,0.275084615709538,0.241,0.167,5.56612647218122e-09,"Cytotoxic","SMIM29"
"G6PD",6.49315883252916e-13,0.269979558300618,0.182,0.117,1.05806023176063e-08,"Cytotoxic","G6PD"
"MPG",9.28765427391296e-13,0.279281425420892,0.229,0.161,1.51342326393412e-08,"Cytotoxic","MPG"
"NMI",1.05283154424464e-12,0.272076432254164,0.241,0.171,1.71558900134665e-08,"Cytotoxic","NMI"
"NME3",1.17006294297001e-12,0.280324261148958,0.189,0.125,1.90661756556963e-08,"Cytotoxic","NME3"
"ANP32A",1.2433366932424e-12,0.301411140416407,0.366,0.296,2.02601714163849e-08,"Cytotoxic","ANP32A"
"CCDC115",2.33744129008081e-12,0.277154561935136,0.251,0.181,3.80886058218667e-08,"Cytotoxic","CCDC115"
"ERP29",3.50368316792492e-12,0.250198268210483,0.568,0.501,5.70925172213366e-08,"Cytotoxic","ERP29"
"FIBP",3.68457197737819e-12,0.26115680082835,0.18,0.118,6.00401003713777e-08,"Cytotoxic","FIBP"
"TGFBR2",3.95729010869125e-12,0.296553828976218,0.284,0.213,6.4484042321124e-08,"Cytotoxic","TGFBR2"
"GPS1",4.026218394864e-12,0.250745503337654,0.259,0.187,6.56072287443089e-08,"Cytotoxic","GPS1"
"HDDC2",4.83186911281424e-12,0.258255018229225,0.241,0.173,7.87353071933081e-08,"Cytotoxic","HDDC2"
"TAPBP",5.0412096224624e-12,0.254713106957084,0.491,0.429,8.21465107980248e-08,"Cytotoxic","TAPBP"
"GBP2",6.23137715524262e-12,0.2845621492693,0.458,0.386,1.01540290744679e-07,"Cytotoxic","GBP2"
"AIP",6.56643259996073e-12,0.280082182727532,0.35,0.284,1.0700001921636e-07,"Cytotoxic","AIP"
"STAT5A1",6.67577800667685e-12,0.315108544053099,0.372,0.298,1.08781802618799e-07,"Cytotoxic","STAT5A"
"PRKCQ",7.34587964499707e-12,0.27553381556712,0.294,0.223,1.19701108815227e-07,"Cytotoxic","PRKCQ"
"CSK",7.36934467937434e-12,0.270720579976507,0.196,0.133,1.20083471550405e-07,"Cytotoxic","CSK"
"NDUFS2",7.50712413650387e-12,0.257118800592364,0.29,0.218,1.22328587804331e-07,"Cytotoxic","NDUFS2"
"DOCK8",7.59670636559985e-12,0.281860057983718,0.295,0.225,1.2378833022745e-07,"Cytotoxic","DOCK8"
"PLEKHJ1",9.45032286075263e-12,0.275309076606496,0.288,0.22,1.53993011015964e-07,"Cytotoxic","PLEKHJ1"
"MAP4K1",1.81063941130356e-11,0.255798268051886,0.142,0.088,2.95043692071915e-07,"Cytotoxic","MAP4K1"
"MRPS34",1.8336472278992e-11,0.282025683517946,0.332,0.265,2.98792815786175e-07,"Cytotoxic","MRPS34"
"PHPT1",2.65458874291353e-11,0.265227274664543,0.177,0.118,4.32565235657759e-07,"Cytotoxic","PHPT1"
"SLC6A6",4.03453636231612e-11,0.25423227030289,0.171,0.112,6.57427700239413e-07,"Cytotoxic","SLC6A6"
"UBE2E3",4.08689023711366e-11,0.265052962111596,0.295,0.227,6.65958764137671e-07,"Cytotoxic","UBE2E3"
"ATP6AP1",4.4933784783998e-11,0.269508352771513,0.282,0.217,7.32196023055247e-07,"Cytotoxic","ATP6AP1"
"TSC22D4",4.77921815522444e-11,0.257478177083795,0.352,0.28,7.78773598393823e-07,"Cytotoxic","TSC22D4"
"CPNE3",4.86875002625999e-11,0.258013960827638,0.287,0.22,7.93362816779065e-07,"Cytotoxic","CPNE3"
"SH3BGRL",5.22144752239073e-11,0.259865340784954,0.278,0.212,8.5083487377357e-07,"Cytotoxic","SH3BGRL"
"IL16",5.79081982309385e-11,0.259240721738467,0.24,0.176,9.43614090173142e-07,"Cytotoxic","IL16"
"GSDMD",8.18590141258675e-11,0.25850354880696,0.207,0.146,1.33389263518101e-06,"Cytotoxic","GSDMD"
"FIS1",8.19201848077133e-11,0.269020781766686,0.392,0.33,1.33488941144169e-06,"Cytotoxic","FIS1"
"RAB27A",9.51124854242451e-11,0.270395861683679,0.445,0.38,1.54985794998807e-06,"Cytotoxic","RAB27A"
"TRANK1",9.71768812438902e-11,0.261336278439569,0.192,0.133,1.58349727986919e-06,"Cytotoxic","TRANK1"
"SHKBP1",1.15041481617467e-10,0.285642082769029,0.319,0.254,1.87460094295663e-06,"Cytotoxic","SHKBP1"
"ATF7IP",1.47931181211358e-10,0.256061973209754,0.263,0.199,2.41053859783908e-06,"Cytotoxic","ATF7IP"
